WAV D4 FFT frec media,WAV D5 the difference between the maximum and minimum values,WAV D4 FFT VMAX,Peak2peak tiempo,x_center_mass,WAV MEDIA DE LA ENERGIA,elongation,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,Energía de las componentes de la senal,WAV D3 (RMS) root-mean-square ,WAV D2 (RMS) root-mean-square ,percentage of energy D5,correlation,WAV D3 the difference between the maximum and minimum values,WAV D3 FFT frec media,Kurtosis frecuencia,percentage of energy D6,WAV D2 FFT frec media,FREC MAX WAV D5,Kurtosis frecuencia,percentage of energy D4,maximum,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,WAV A6 FFT VMAX,solidity,FFT peak2rms,FREC 3er pico FFT,Valor FFT umbral 10Hz - 20 Hz   ,WAV D5 (RMS) root-mean-square ,WAV D3 FFT frec media,WAV D5 FFT VMAX,RMS tiempo,WAV D3 (RMS) root-mean-square ,Etiqueta
0.600586197432342,0.1578407016185986,0.29706002258089,0.7255191033214884,0.2760416666666662,0.836036333835229,0.9598691770529442,0.545286929641308,0.218522883673411,0.878755802432973,0.595569470481955,0.0464591593800577,0.9634929230748486,0.872049944889376,0.736849215980417,0.0483131425474197,0.0075538818154343,0.701281023071751,0.71875,0.0483131425474197,0.445380062770398,0.832258064516129,0.545286929641308,0.0078355675396104,0.0,0.0598037698372409,0.15774378585086,0.620720895960771,0.259295041117662,0.736849215980417,0.206754203413904,1.0,0.878755802432973,0.0
0.204857227965194,0.1917978981529716,0.175186575939932,0.1527867336469612,0.5794270833333333,0.0805115271863611,0.9688614540466354,0.187892523787428,0.16990578318746,0.119931609952058,0.0923677339707086,0.443307343192991,0.9434180146049048,0.0782140726826796,0.101816478849144,0.0041985430118826,0.125545430624276,0.139014440220704,0.890625,0.0041985430118826,0.584905555048393,0.4258064516129032,0.187892523787428,0.0164426514227831,0.0,0.309493185430854,0.0697896749521989,0.163572962788073,0.283529132222509,0.101816478849144,0.190625685673838,0.2225724155466388,0.119931609952058,1.0
0.38587822268138,0.272736046370351,0.236457483943572,0.6299556547285066,0.484374999999999,0.8096105712038977,0.9728355172620092,0.43552340532188,0.148857763022828,0.632712368435892,0.342630437117704,0.108979101000124,0.9547176469795898,0.683094262328482,0.404129776222115,0.0157879283502126,0.006806465599452,0.306999434985477,0.890625,0.0157879283502126,0.537576181013287,1.0,0.43552340532188,0.0332807253256998,0.0,0.162963727726394,0.0726577437858509,0.36358440525286,0.304821574941171,0.404129776222115,0.175191994868612,0.720396482154322,0.632712368435892,0.0
0.343598792738847,0.3523761899220783,0.286463165556581,0.3772076183623619,0.4752604166666667,0.3718771866351568,0.9711085656102868,0.157761850097329,0.240154901937993,0.256050012073499,0.0492267875786196,0.440844485464093,0.936427543195042,0.273302115115332,0.153538574160542,0.0072136867872978,0.008744067504333,0.0665157229808335,0.921875,0.0072136867872978,0.686323640946722,0.5161290322580645,0.157761850097329,0.0161961932972716,0.0,0.66357860877349,0.0611854684512428,0.0506441154672226,0.477690356511649,0.153538574160542,0.38419525528111,0.5105126296941079,0.256050012073499,1.0
0.194149292129014,0.1681428441871098,0.135191878798729,0.1589199485354018,0.5768229166666666,0.1076548638456758,0.969973544973552,0.199719788953001,0.150395140910162,0.118203282785864,0.0508387096577702,0.335601239895382,0.9121377776150248,0.0834686095624317,0.0759701723078603,0.0018201567265626,0.0883852033711928,0.0681457310014005,1.0,0.0018201567265626,0.684974728471604,0.5483870967741935,0.199719788953001,0.008904939669221,0.0,0.281108458973853,0.0640535372848948,0.126499254231061,0.237237350973292,0.0759701723078603,0.136089605448868,0.2096797450647302,0.118203282785864,1.0
0.0760771583771573,0.247489239483556,0.126197910732441,0.1880767006628373,0.5416666666666656,0.3532065991975147,0.9718815805772428,0.138914321430109,0.0268866954336032,0.0675914911982327,0.0544766133476548,0.568790030873871,0.7529297752766819,0.0697312390637999,0.0180831161376993,0.0018261478213688,0.175756557192378,0.0270981471194507,0.8359375,0.0018261478213688,0.486168257469084,0.5483870967741935,0.138914321430109,0.0088378107014252,0.0,0.609765365852845,0.0423040152963671,0.0673307752349591,0.303159502471882,0.0180831161376993,0.14165206174923,0.1965996445402762,0.0675914911982327,1.0
0.0700847105462321,0.1019319421239734,0.0517346103265939,0.1602540875592392,0.5325520833333334,0.1726341203299889,0.9696483487097112,0.544697112106209,0.0030622491856198,0.119869029275869,0.101764146511678,0.114227705253477,0.7085556023950125,0.167125906250919,0.0390791735214382,0.0003023497026967,0.042446115763244,0.0632680632789958,0.890625,0.0003023497026967,0.446158860860611,0.464516129032258,0.544697112106209,0.0184044623237605,0.0,0.407419348515745,0.0669216061185469,0.199400100725363,0.0976381964718173,0.0390791735214382,0.0485408043598048,0.1042208974119877,0.119869029275869,1.0
0.281139313293005,0.4554648428728065,0.26191937912324,0.3384509818891849,0.4830729166666667,0.2523351711245915,0.9687456973702416,0.150978547595947,0.361990087387395,0.167047476113868,0.068585579969551,0.705116243974339,0.8796698445776256,0.127749005773899,0.124298304767285,0.050323434233109,0.0684393047901071,0.101927836118622,0.6875,0.050323434233109,0.488506235960224,0.3225806451612902,0.150978547595947,0.0323180243406949,0.0,0.411780788618094,0.0420650095602295,0.0516609874023472,0.562337815020165,0.124298304767285,0.398080216647526,0.4582178574555635,0.167047476113868,1.0
0.482548082624432,0.6620438641298867,0.315501175473505,0.6453929494713561,0.4830729166666667,0.5845765262615824,0.9711085656102868,0.159440167651555,0.362767529026113,0.290272443893823,0.0526135998076854,0.415600888555026,0.935167412398388,0.279614763869591,0.169028170117708,0.166100598392183,0.0106695274096154,0.0743927184021447,0.6953125,0.166100598392183,0.748579805125437,0.7870967741935484,0.159440167651555,0.0052585836580833,0.0,0.400660283430156,0.0511472275334608,0.0415462528057979,0.596220187619244,0.169028170117708,0.438435253192294,0.7120161749710407,0.290272443893823,1.0
0.154869781385502,0.1628585892576911,0.204668172091344,0.1238066212511319,0.5260416666666655,0.0468065035243928,0.9710588385287195,0.261720476170389,0.13983619056503,0.114674216334594,0.0973323747322617,0.355660828681931,0.9285173303890224,0.0865889796025178,0.0999578605434237,0.0010305843600134,0.0665997752473197,0.151726941516646,0.921875,0.0010305843600134,0.553229554442156,0.4,0.261720476170389,0.0174540902843785,0.0,0.503368850431443,0.0783938814531549,0.127523817259004,0.211166139545937,0.0999578605434237,0.171032691956894,0.1549403562248982,0.114674216334594,1.0
0.124579438599051,0.1335933944293939,0.120031693766308,0.0803121369697674,0.5859374999999989,0.0590241792330743,0.9707568438003308,0.166153437868463,0.113750989243311,0.0644439885640094,0.0395513735543999,0.385475918020025,0.9387656900272172,0.0546986944828488,0.0418653317729009,0.002648663730112,0.0479204869384942,0.0533778603517012,0.875,0.002648663730112,0.597291599642726,0.4903225806451613,0.166153437868463,0.0211700304146696,0.0,0.452405505259725,0.0760038240917782,0.104952157940012,0.197252898724957,0.0418653317729009,0.120434849899538,0.1174868813360195,0.0644439885640094,1.0
0.186318647767533,0.2239345728041407,0.184839680759122,0.2201904437285672,0.5833333333333321,0.1182034486198072,0.9688036830894012,0.313006223863317,0.120868916234183,0.161932621495985,0.121624191353168,0.374941779579233,0.8845811535154869,0.114447956004416,0.123604382350347,0.0023234742794033,0.15774984708308,0.155035653227877,0.8359375,0.0023234742794033,0.496291822734568,0.432258064516129,0.313006223863317,0.0400854517655398,0.0,0.433920203485475,0.0607074569789675,0.161020994440346,0.271130242570563,0.123604382350347,0.164127797240751,0.2320336133067007,0.161932621495985,1.0
0.215644195325147,0.1427609892871545,0.206287988025434,0.1873940506849702,0.5494791666666656,0.1163317041930781,0.970133543845794,0.134265404338152,0.177097166975938,0.126970072355834,0.0963258922840372,0.198440504036038,0.9105148773084252,0.0996917845820516,0.0909226344443991,0.0021645670398795,0.149603645858206,0.127796515484326,1.0,0.0021645670398795,0.755744801962906,0.5483870967741935,0.134265404338152,0.0412415302781472,0.0,0.403389004470551,0.0530592734225621,0.143231896257903,0.194593625896915,0.0909226344443991,0.135632230267509,0.2391208699890149,0.126970072355834,1.0
0.336807456485624,0.2014661933590145,0.273237101094321,0.1553837298939712,0.4869791666666656,0.0956079111159292,0.9731821135329816,0.114064571404467,0.197431560127095,0.0962711084856689,0.0775099046708466,0.53318317733208,0.957399586785005,0.0650709344427381,0.1005708868723,0.009341955081644,0.0531669610862417,0.155499404155463,0.890625,0.009341955081644,0.62923966633836,0.4903225806451613,0.114064571404467,0.0236248717166468,0.0,0.543746235422283,0.0621414913957935,0.0479431903760847,0.405419747369876,0.1005708868723,0.331640384489129,0.3442991389708195,0.0962711084856689,1.0
0.548462310360118,0.2547877714235362,0.456122568972383,0.2480124424881998,0.48046875,0.1588251489936343,0.9737678396024768,0.142589007552429,0.276011461610924,0.208411500287864,0.047164239615733,0.376392224326076,0.9902598446751202,0.123653902284669,0.206841489689245,0.117545631850055,0.234995915932023,0.109753174422316,0.890625,0.117545631850055,0.74781834025839,0.6967741935483871,0.142589007552429,0.0229674900630016,0.0,0.57077436966607,0.0697896749521989,0.0419037211592713,0.441772620327291,0.206841489689245,0.552097957677562,0.5082186090887781,0.208411500287864,1.0
0.160603456992265,0.108127326331507,0.0911108459543844,0.0779784807133106,0.6354166666666654,0.0463156290283974,0.963366416525453,0.31709144045761,0.0888170086979146,0.113909921337282,0.0702057603034725,0.244966912019638,0.8392516820171423,0.102581759207085,0.0889188266855988,0.0002957824045705,0.376046596461052,0.102420880236903,0.671875,0.0002957824045705,0.560628107919391,0.1354838709677419,0.31709144045761,0.0253596146219305,0.0,0.293773127333543,0.0860420650095602,0.161678359997508,0.155428686958935,0.0889188266855988,0.0955173576389578,0.1177587758484212,0.113909921337282,1.0
0.302031253614365,0.4144606555593787,0.200430463456273,0.3258128139975921,0.5455729166666666,0.1587374392475584,0.9674131495836916,0.154334363613355,0.488968106664769,0.155709473608716,0.0677442412674826,0.681839111217835,0.895884964927742,0.146447584807244,0.132097138022176,0.0112668926240159,0.0454735340744213,0.117145199882799,0.8125,0.0112668926240159,0.484271207509734,0.3548387096774194,0.154334363613355,0.0506292158384538,0.0,0.388593087905645,0.0439770554493308,0.0887587302555407,0.49927112827477,0.132097138022176,0.30193100561889,0.3951819950361585,0.155709473608716,1.0
0.164691181183167,0.0817734002431886,0.163578278302573,0.0717765781207067,0.6822916666666674,0.0287953216162776,0.9657539413140128,0.156012271622058,0.369266335042166,0.0695166467720855,0.0257112952541508,0.245743103938196,0.9383452296375436,0.0726348939755874,0.0544513970122038,0.0009539921591701,0.0477393330778037,0.047861663984589,0.8125,0.0009539921591701,0.818483511248871,0.4903225806451613,0.156012271622058,0.010588716317166,0.0,0.426716990385724,0.0669216061185469,0.0847767744588206,0.142365859272178,0.0544513970122038,0.0926945259019727,0.0938137506905432,0.0695166467720855,1.0
0.266199162332717,0.3728686974195819,0.209455985253605,0.3359643516076505,0.54296875,0.2044993654998218,0.9714033761652772,0.21902044082661,0.294566963595722,0.22472923220481,0.0806594455342876,0.374137942728123,0.9489086322836958,0.265767150138616,0.142383197274484,0.0233189963244323,0.0216080726853483,0.110127868503384,0.9140625,0.0233189963244323,0.62319240967227,0.6967741935483871,0.21902044082661,0.0260023063079939,0.0,0.312210048188418,0.0516252390057361,0.0711395552553854,0.347367671176568,0.142383197274484,0.217144600633601,0.3635933957885305,0.22472923220481,1.0
0.307845931742435,0.4065346280325847,0.320059427952849,0.4573998629942287,0.50390625,0.3289777120054039,0.9714033761652772,0.154405214988875,0.287535552827739,0.208508506733376,0.072941910381278,0.488608869385239,0.9383653998678648,0.190745897018134,0.132365743810139,0.0210322733611596,0.0663107133240479,0.10112149525372,0.765625,0.0210322733611596,0.646199039665611,0.6258064516129032,0.154405214988875,0.0247226411874819,0.0,0.431978188477062,0.0750478011472275,0.0806834765659703,0.4963678277218,0.132365743810139,0.311980725444435,0.498845910769346,0.208508506733376,1.0
0.38340660838751,0.3860893423253225,0.239286107197765,0.3674584096786065,0.4713541666666656,0.3154880180822333,0.9695934632643564,0.184614930964959,0.360790415399547,0.224269834167416,0.0831247729896327,0.379245405659945,0.9050295093247058,0.203905107277196,0.143213690256556,0.015396217442429,0.0363005268264376,0.113564879562931,0.9296875,0.015396217442429,0.709067100367166,0.5290322580645161,0.184614930964959,0.031772403983571,0.0,0.284196738102791,0.0626195028680688,0.097166396410361,0.428334692773408,0.143213690256556,0.251053035354152,0.4875030401183849,0.224269834167416,1.0
0.260037014135293,0.250777651081862,0.231234611288536,0.3853103612386317,0.5013020833333334,0.1890897700416704,0.9716922309514864,0.109090641024748,0.352309551442099,0.0987264075172103,0.0787401728590124,0.419112467010993,0.9361624126804968,0.0810719057416807,0.0786236855040491,0.0125402486590721,0.0763540315310273,0.106745285470522,0.8359375,0.0125402486590721,0.709792515609451,0.6967741935483871,0.109090641024748,0.0364883265472359,0.0,0.360461440153023,0.0659655831739962,0.0967668086438255,0.35979902904036,0.0786236855040491,0.208200047707059,0.3505497256625408,0.0987264075172103,1.0
0.494242659693369,0.276144370205354,0.369884880416217,0.3646679440692359,0.3177083333333327,0.9247378726789716,0.9663029763230178,0.373425655815485,0.140865310008439,0.732290557089516,0.277026709822027,0.115172018780813,0.9089089862059486,0.759940800502791,0.488119175644376,0.115914828549248,0.0636566888902355,0.269487146229817,0.7734375,0.115914828549248,0.604844874082323,0.6387096774193548,0.373425655815485,0.0239048361027037,0.0,0.258759107376331,0.0645315487571702,0.243807431953799,0.365362962974458,0.488119175644376,0.19718419719069,0.8681316140621237,0.732290557089516,0.0
0.118168525294871,0.078259618836331,0.0656580147944495,0.2235510043051143,0.3854166666666658,0.0559461234771266,0.9520945446871352,0.627504422067787,0.0736342327384043,0.208408272966207,0.169186629414501,0.0786295770426195,0.837453911065875,0.249862486556078,0.163017988544955,0.0003261590134468,0.0442914596633452,0.202315244240437,0.921875,0.0003261590134468,0.263060800211084,0.2516129032258064,0.627504422067787,0.0280480192475895,0.0,0.107124889726721,0.0736137667304015,0.822322907306768,0.0920839984286074,0.163017988544955,0.0800198161464112,0.143220986001038,0.208408272966207,0.0
0.379749168715623,0.5137805213752711,0.539437971623211,0.5749337088444648,0.5013020833333334,0.4534523908022674,0.9742104067257316,0.124132019456689,0.339051155163732,0.173808749926155,0.0720790319796536,0.606207614320364,0.9923253607275644,0.152810078131282,0.121655482332555,0.0751724281653654,0.040023649252519,0.105445010122261,0.5625,0.0751724281653654,0.634913533641468,1.0,0.124132019456689,0.0174639937531199,0.0,0.524939074030657,0.0239005736137667,0.0254518853822355,0.676188357046853,0.121655482332555,0.430634184453056,0.6557507709562562,0.173808749926155,1.0
0.232418597878396,0.1102372874931914,0.126502479319365,0.2752989104822008,0.3281249999999993,0.1189967680389799,0.9590880418131,0.511728769467235,0.10839216139535,0.306280382705628,0.188250425709434,0.112846668838454,0.8911889947246017,0.343181775922085,0.260946049345771,0.0026791668085093,0.0133319449404459,0.248336120417238,0.875,0.0026791668085093,0.449425226269527,0.3096774193548387,0.511728769467235,0.0133384396050293,0.0,0.164510367532293,0.0497131931166348,0.405892161579887,0.160908709140334,0.260946049345771,0.124157108171584,0.288225010024585,0.306280382705628,0.0
0.247883667590225,0.3736664608865367,0.201148387628648,0.5080093237407628,0.4973958333333322,0.2731732830429156,0.9684525050378704,0.23832109270022,0.302829790630367,0.27124027417007,0.0945387992957037,0.495350371847144,0.905037924587752,0.27110865691921,0.162783762714473,0.0139951863782903,0.0355421401174486,0.113233473150292,0.8984375,0.0139951863782903,0.48970647446799,0.4903225806451613,0.23832109270022,0.009981800699825,0.0,0.481899456069899,0.0487571701720841,0.0923273574153934,0.428947593180589,0.162783762714473,0.252399816306136,0.4029534902718472,0.27124027417007,1.0
0.206936234533767,0.2095231424976868,0.140322642550862,0.6700266702647953,0.6054687499999999,0.3249496015544261,0.9680326714547328,0.734263929974268,0.0783568846833965,0.248153683074546,0.28297660322225,0.127216033121138,0.8964552996407872,0.335449157888831,0.162616984079646,0.0035431948675963,0.011229859379776,0.314169127828741,0.78125,0.0035431948675963,0.3190478449244,0.6064516129032258,0.734263929974268,0.0052929515976485,0.0,0.130277770036113,0.0635755258126195,0.310564382307801,0.225076055292678,0.162616984079646,0.178582052085916,0.4339636267340792,0.248153683074546,1.0
0.174297535706431,0.2197057507630394,0.175099518359047,0.22427166598004,0.5729166666666655,0.1286623679029468,0.9700270680662796,0.137622039446606,0.157321628450435,0.0906685235842539,0.063305689799975,0.513691978646558,0.9076159043402644,0.0523623090598889,0.0652942077561309,0.0036177555734386,0.264950366790367,0.0841426909898522,0.34375,0.0036177555734386,0.561110179867233,0.6064516129032258,0.137622039446606,0.0352581683025999,0.0,0.310722009971785,0.0458891013384321,0.122302209604022,0.313634616004015,0.0652942077561309,0.192508390456247,0.2344202407119391,0.0906685235842539,1.0
0.152279877990418,0.1350842167559103,0.113809090402287,0.1435218252146164,0.4934895833333333,0.0908149537495386,0.9682739343116752,0.361677432935897,0.0846003355992076,0.140625730710561,0.0942188034450426,0.205486629225576,0.8188803187735428,0.167800883784573,0.0921717777085595,0.0007326878050991,0.0477067173015882,0.109890097246201,0.7421875,0.0007326878050991,0.551075843558269,0.2967741935483871,0.361677432935897,0.0145564993155379,0.0,0.239873106341296,0.0578393881453155,0.230809205410737,0.160285925418531,0.0921717777085595,0.0926951953629445,0.1626323015578819,0.140625730710561,1.0
0.570899574073222,0.4539685620386751,0.438997311523924,0.8938570893493615,0.4244791666666657,0.6347500084943956,0.9665709447021484,0.206349511883168,0.467315885352289,0.362822917714252,0.0737935002010009,0.398541048146054,0.878406204333276,0.417101162536785,0.260755060076796,0.184176327092174,0.0147024570093286,0.10981302168291,0.859375,0.184176327092174,0.735304282142873,0.3806451612903225,0.206349511883168,0.0163460722019461,0.0,0.409383406390043,0.0774378585086042,0.0544278277905625,0.654572890011349,0.260755060076796,0.442006556795033,0.8213420972277238,0.362822917714252,1.0
0.232266576439731,0.3191922591598771,0.211814410169037,0.1946796459139937,0.5078124999999989,0.1696362459867674,0.9728355172620092,0.134265404338152,0.209843244564369,0.152068895958203,0.0399295344466685,0.566885340696425,0.941403251079448,0.147441808986045,0.10175515329579,0.0108936347472259,0.0676849681363508,0.0616085378600901,0.9921875,0.0108936347472259,0.567225240849266,0.6838709677419355,0.134265404338152,0.0193373603647112,0.0,0.43494999886846,0.0630975143403442,0.0522446077328349,0.398941691965454,0.10175515329579,0.261161551136849,0.3237363644982042,0.152068895958203,1.0
0.163929725115793,0.2837607330520855,0.167911135249554,0.218629280056186,0.55078125,0.0904481055915315,0.9682739343116752,0.220698758380837,0.262048083081095,0.0815772167389476,0.0624380956682767,0.515938287649426,0.8244590694527107,0.069027494925382,0.0604678484024423,0.0020202814923148,0.200397105394661,0.0857208845963781,0.65625,0.0020202814923148,0.489288763107082,0.232258064516129,0.220698758380837,0.0358967168304095,0.0,0.341748108576856,0.0487571701720841,0.120865824353643,0.292051463564129,0.0604678484024423,0.1775456514838,0.2033486040651428,0.0815772167389476,1.0
0.165410948912496,0.3555672003874408,0.142352376632492,0.317474396629149,0.5052083333333323,0.3684324217264857,0.9721147349671426,0.175841814273435,0.0616796638298818,0.132142579481115,0.0808182353986095,0.465745988013114,0.7910528496643775,0.12746481455348,0.0535115515918136,0.0068991056934311,0.0720691267474888,0.0649094338339468,0.94921875,0.0068991056934311,0.638020469726085,0.6258064516129032,0.175841814273435,0.022240525199163,0.0,0.566476494911684,0.0420650095602295,0.0738607747849066,0.350642292496728,0.0535115515918136,0.175485328713571,0.3088377091572876,0.132142579481115,1.0
0.43634006551756,0.6158879025729148,0.28239575646376,0.6166697665660688,0.4374999999999991,0.5896140519351637,0.9688036830894012,0.280279031555892,0.286297368664174,0.435925372629353,0.0646321825862368,0.311734706987394,0.9384228698280292,0.51377613953943,0.273492802690004,0.0358034140385091,0.0603491343882927,0.0777590968647093,0.9609375,0.0358034140385091,0.67630971789122,0.6967741935483871,0.280279031555892,0.0163628830568513,0.0,0.317573252488975,0.0803059273422562,0.110332767384599,0.489993912332422,0.273492802690004,0.275929649746381,0.6666384556954094,0.435925372629353,1.0
0.382696123898903,0.3094690096122053,0.273374796785844,0.4386191707840842,0.5533854166666666,0.5002390929649599,0.971787223465082,0.213146329386816,0.191383924562609,0.3390588442903,0.0495055731514238,0.231647774306441,0.9640651603131224,0.334150979604741,0.18752863634753,0.0168972801155169,0.0127017177874341,0.0599046496216229,0.8828125,0.0168972801155169,0.789696981121084,0.9612903225806452,0.213146329386816,0.0218100730365262,0.0,0.329295366599336,0.0482791586998088,0.126031848461887,0.368871630097699,0.18752863634753,0.26584942614649,0.5626253449415893,0.3390588442903,1.0
0.157458014299125,0.1667371100608798,0.14392021004055,0.1400278601440976,0.5026041666666656,0.0765275796311894,0.9660991636798107,0.331467716959813,0.101164704555852,0.147714511098577,0.0818109742874285,0.256906964027816,0.8163569742992742,0.16802400841234,0.109254936394463,0.0003766295553088,0.0558121943923451,0.109233134990207,0.6640625,0.0003766295553088,0.526023511782756,0.0838709677419354,0.331467716959813,0.0146599186083933,0.0,0.391565745174816,0.0697896749521989,0.231686252773616,0.186191375314806,0.109254936394463,0.109013252487669,0.1697279863903729,0.147714511098577,1.0
