WAV A6 the difference between the maximum and minimum values,WAV D2 the difference between the maximum and minimum values,WAV D3 (RMS) root-mean-square ,WAV D5 FFT frec media,MSE frecuencia,WAV D5 (RMS) root-mean-square ,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV A6 FFT VMAX,WAV A6 FFT VMAX,percentage of energy D1,percentage of energy D3.1,WAV D2 FFT frec media,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,Frequency FFT umbral 10Hz - 20 Hz   ,WAV D4 FFT VMAX,WAV D2 (RMS) root-mean-square ,MSE tiempo,Entropia tiempo,WAV D1 FFT VMAX,percentage of energy D4,FREC MAX WAV D5,WAV D3 FFT frec media,FFT ENERGIA,FFT 3ER PICO MAS ALTO,WAV D6 FFT VMAX,WAV D2 the difference between the maximum and minimum values,FREC 3er pico FFT,WAV D2 (RMS) root-mean-square ,Etiqueta
0.0721566257733865,0.0427163731979021,0.256050012073499,0.291819376727364,0.139776712577692,0.477690356511649,0.227725514720126,0.0161961932972716,0.0161961932972716,0.0190888599725821,0.0106241572523479,0.0665157229808335,0.157761850097329,0.014945652173913,0.286463165556581,0.0492267875786196,0.636757316549532,0.0,0.377217874121954,0.686323640946722,0.921875,0.153538574160542,0.3563957173473709,0.3869369833823217,0.0483818916849013,0.0427163731979021,0.0611854684512428,0.0492267875786196,1.0
0.0880888298524948,0.0292330130592248,0.118203282785864,0.186391977155521,0.267758291936872,0.237237350973292,0.497453174149578,0.008904939669221,0.008904939669221,0.129769618504436,0.035031382520603,0.0681457310014005,0.199719788953001,0.0625,0.135191878798729,0.0508387096577702,0.895949610127695,0.0,0.626314178151962,0.684974728471604,1.0,0.0759701723078603,0.1051213518647349,0.1476075673723968,0.111548484694866,0.0292330130592248,0.0640535372848948,0.0508387096577702,1.0
0.2535189299823035,0.0529550544306055,0.0675914911982327,0.133978655908665,0.284877060721099,0.303159502471882,0.412743615575574,0.0088378107014252,0.0088378107014252,0.19980390145003,0.0399382313024294,0.0270981471194507,0.138914321430109,0.466372282608696,0.126197910732441,0.0544766133476548,0.904643160160609,0.0,0.654576659477761,0.486168257469084,0.8359375,0.0180831161376993,0.0578239811850008,0.1027787750679468,0.158063267070859,0.0529550544306055,0.0423040152963671,0.0544766133476548,1.0
0.1140816703440705,0.123418901331005,0.119869029275869,0.036186173408141,0.587284072489073,0.0976381964718173,0.718875487674986,0.0184044623237605,0.0184044623237605,0.421356185667365,0.158115156942022,0.0632680632789958,0.544697112106209,0.464334239130435,0.0517346103265939,0.101764146511678,0.903126841653434,0.0,0.614778447272256,0.446158860860611,0.890625,0.0390791735214382,0.0309205581814447,0.0310090590509343,0.0230985383907492,0.123418901331005,0.0669216061185469,0.101764146511678,1.0
0.1747333004388517,0.0382117195581243,0.167047476113868,0.476138857150081,0.0741321107417781,0.562337815020165,0.285618991888608,0.0323180243406949,0.0323180243406949,0.064324118455019,0.0190923323216061,0.101927836118622,0.150978547595947,0.063179347826087,0.26191937912324,0.068585579969551,0.802479468166998,0.0,0.556019854643114,0.488506235960224,0.6875,0.124298304767285,0.1788139012982254,0.3481363402284586,0.244832924484419,0.0382117195581243,0.0420650095602295,0.068585579969551,1.0
0.0486248459649754,0.0417522601044205,0.290272443893823,0.433457285164663,0.035733350425347,0.596220187619244,0.341218138194062,0.0052585836580833,0.0052585836580833,0.0049863435605551,0.0065979366335469,0.0743927184021447,0.159440167651555,0.0733695652173913,0.315501175473505,0.0526135998076854,0.616626561515532,0.0,0.317975681747569,0.748579805125437,0.6953125,0.169028170117708,0.6416729820011344,0.3942199262402529,0.0975328515808537,0.0417522601044205,0.0511472275334608,0.0526135998076854,1.0
0.0276893777946423,0.048785484680768,0.114674216334594,0.176838762854659,0.355722480498352,0.211166139545937,0.169273497392507,0.0174540902843785,0.0174540902843785,0.153980100812871,0.10965330924198,0.151726941516646,0.261720476170389,0.650135869565217,0.204668172091344,0.0973323747322617,0.94241935575415,0.0,0.49865417898785,0.553229554442156,0.921875,0.0999578605434237,0.0439612571045281,0.1547707319500974,0.0747644282911432,0.048785484680768,0.0783938814531549,0.0973323747322617,1.0
0.0858121449542639,0.0276346511925489,0.0644439885640094,0.144280369866391,0.230051248841219,0.197252898724957,0.448919543166324,0.0211700304146696,0.0211700304146696,0.223668575678377,0.0440069208460483,0.0533778603517012,0.166153437868463,0.857336956521739,0.120031693766308,0.0395513735543999,0.898356480500855,0.0,0.553816928015354,0.597291599642726,0.875,0.0418653317729009,0.0516444633443799,0.1113813523990132,0.0637586093829884,0.0276346511925489,0.0760038240917782,0.0395513735543999,1.0
0.1579561583043765,0.0811244061222708,0.161932621495985,0.230650717387591,0.356610483459233,0.271130242570563,0.472489022350091,0.0400854517655398,0.0400854517655398,0.109089456987999,0.0972287921067042,0.155035653227877,0.313006223863317,0.427989130434783,0.184839680759122,0.121624191353168,0.884896167873084,0.0,0.686152396069118,0.496291822734568,0.8359375,0.123604382350347,0.1324091878494503,0.186722659852487,0.161170782586625,0.0811244061222708,0.0607074569789675,0.121624191353168,1.0
0.1245278494562604,0.0496392444570139,0.126970072355834,0.153125329109423,0.266775563009924,0.194593625896915,0.472035805568843,0.0412415302781472,0.0412415302781472,0.0996258407341911,0.0697341760828018,0.127796515484326,0.134265404338152,0.433423913043478,0.206287988025434,0.0963258922840372,0.901007660403672,0.0,0.729062243612203,0.755744801962906,1.0,0.0909226344443991,0.1374561752161026,0.2276068036849969,0.185092688386286,0.0496392444570139,0.0530592734225621,0.0963258922840372,1.0
0.1047427317999911,0.0369217062633798,0.0962711084856689,0.435050851525503,0.142712274231766,0.405419747369876,0.273253870920153,0.0236248717166468,0.0236248717166468,0.0547153392511743,0.0341272281083125,0.155499404155463,0.114064571404467,0.77241847826087,0.273237101094321,0.0775099046708466,0.950134120078625,0.0,0.497493511595867,0.62923966633836,0.890625,0.1005708868723,0.1964196450133087,0.3577801618936252,0.133836622778563,0.0369217062633798,0.0621414913957935,0.0775099046708466,1.0
0.2100862728066527,0.0210671275978748,0.208411500287864,0.45888972431958,0.0405844404339802,0.441772620327291,0.985807979467606,0.0229674900630016,0.0229674900630016,0.0158985096314294,0.0096311256990431,0.109753174422316,0.142589007552429,0.122961956521739,0.456122568972383,0.047164239615733,0.938111483629933,0.0,0.440209263201546,0.74781834025839,0.890625,0.206841489689245,0.3988320925743573,0.4221746662835491,0.152224543856065,0.0210671275978748,0.0697896749521989,0.047164239615733,1.0
0.1869688832424505,0.0337754281989076,0.113909921337282,0.142888484693583,0.445307720254177,0.155428686958935,0.211835224073251,0.0253596146219305,0.0253596146219305,0.188788446591891,0.0836600754985853,0.102420880236903,0.31709144045761,0.364809782608696,0.0911108459543844,0.0702057603034725,0.938003679398667,0.0,0.530360977206258,0.560628107919391,0.671875,0.0889188266855988,0.0229226270734104,0.0831803691831895,0.188538586971463,0.0337754281989076,0.0860420650095602,0.0702057603034725,1.0
0.0475990737077493,0.0416154982086899,0.155709473608716,0.465073436385148,0.151434394537742,0.49927112827477,0.432669542994071,0.0506292158384538,0.0506292158384538,0.0907305592993798,0.0234075021193207,0.117145199882799,0.154334363613355,0.557744565217391,0.200430463456273,0.0677442412674826,0.774771239699856,0.0,0.590350523393543,0.484271207509734,0.8125,0.132097138022176,0.1797184690428692,0.3134552778737448,0.120808968652991,0.0416154982086899,0.0439770554493308,0.0677442412674826,1.0
0.0400687032559016,0.0104169342711088,0.0695166467720855,0.122422312227938,0.129279293010812,0.142365859272178,0.218939513135765,0.010588716317166,0.010588716317166,0.055892624959136,0.0348948377053104,0.047861663984589,0.156012271622058,0.0577445652173913,0.163578278302573,0.0257112952541508,0.776449376758114,0.0,0.224133469540974,0.818483511248871,0.8125,0.0544513970122038,0.0196111053758191,0.1431971624614853,0.0518584403493648,0.0104169342711088,0.0669216061185469,0.0257112952541508,1.0
0.0825029843880928,0.117326095140978,0.22472923220481,0.270043877228247,0.159308776761537,0.347367671176568,0.286766720166588,0.0260023063079939,0.0260023063079939,0.102256398578822,0.0333297366977499,0.110127868503384,0.21902044082661,0.721467391304348,0.209455985253605,0.0806594455342876,0.747817313064362,0.0,0.508856427978915,0.62319240967227,0.9140625,0.142383197274484,0.2393206111576339,0.2592414292205151,0.0841771418807298,0.117326095140978,0.0516252390057361,0.0806594455342876,1.0
0.0804582715402381,0.0553569545262825,0.208508506733376,0.432748026665097,0.112176680759599,0.4963678277218,0.691605442466557,0.0247226411874819,0.0247226411874819,0.0460409194191178,0.0183428787875272,0.10112149525372,0.154405214988875,0.0244565217391304,0.320059427952849,0.072941910381278,0.732808197229561,0.0,0.508443773973312,0.646199039665611,0.765625,0.132365743810139,0.3782931641956679,0.3728426309348651,0.161624642107333,0.0553569545262825,0.0750478011472275,0.072941910381278,1.0
0.1241943462148188,0.0828708647812004,0.224269834167416,0.345399344975981,0.162048664375384,0.428334692773408,0.537522132805989,0.031772403983571,0.031772403983571,0.0567681253567196,0.0229552155327544,0.113564879562931,0.184614930964959,0.459239130434783,0.239286107197765,0.0831247729896327,0.670091423627716,0.0,0.380526316224428,0.709067100367166,0.9296875,0.143213690256556,0.3655052308466737,0.2911919053910782,0.166342044399265,0.0828708647812004,0.0626195028680688,0.0831247729896327,1.0
0.1590119055426736,0.0505537906037151,0.0987264075172103,0.315553130929361,0.143027445510593,0.35979902904036,0.244181801598352,0.0364883265472359,0.0364883265472359,0.0788022697285112,0.0336548443918782,0.106745285470522,0.109090641024748,0.592391304347826,0.231234611288536,0.0787401728590124,0.753243464937044,0.0,0.507145229183092,0.709792515609451,0.8359375,0.0786236855040491,0.2334346999357274,0.2771207844374844,0.164224684108863,0.0505537906037151,0.0659655831739962,0.0787401728590124,1.0
0.1262010936797586,0.311277016012615,0.732290557089516,0.291959246149624,0.160790291961532,0.365362962974458,0.915051810976371,0.0239048361027037,0.0239048361027037,0.009120379958306,0.0662569943791984,0.269487146229817,0.373425655815485,0.107336956521739,0.369884880416217,0.277026709822027,0.534892022049176,0.0,0.0926459504214025,0.604844874082323,0.7734375,0.488119175644376,0.777494787987053,0.4596172087011482,0.238797505862269,0.311277016012615,0.0645315487571702,0.277026709822027,0.0
0.137088182515311,0.227956902750361,0.208408272966207,0.0776447724480797,0.63913687995217,0.0920839984286074,0.27864559487823,0.0280480192475895,0.0280480192475895,0.272581498961896,0.267738545736675,0.202315244240437,0.627504422067787,0.593070652173913,0.0656580147944495,0.169186629414501,0.793803400034528,0.0,0.383095543630637,0.263060800211084,0.921875,0.163017988544955,0.0303538783094618,0.0531409832357169,0.0585767097918258,0.227956902750361,0.0736137667304015,0.169186629414501,0.0
0.1050534762044662,0.029263329841818,0.173808749926155,0.63396891031619,0.0545958850895241,0.676188357046853,0.290547701400945,0.0174639937531199,0.0174639937531199,0.0203978810483429,0.0118477161730725,0.105445010122261,0.124132019456689,0.432744565217391,0.539437971623211,0.0720790319796536,0.699201053586667,0.0,0.30586026012121,0.634913533641468,0.5625,0.121655482332555,0.3075906585538385,0.4095372277595594,0.161800832275758,0.029263329841818,0.0239005736137667,0.0720790319796536,1.0
0.1055731138938914,0.159495139426765,0.306280382705628,0.140388612063832,0.437364699137554,0.160908709140334,0.429914884866769,0.0133384396050293,0.0133384396050293,0.151270770732655,0.162910771971569,0.248336120417238,0.511728769467235,0.0142663043478261,0.126502479319365,0.188250425709434,0.818265053205052,0.0,0.231120988739456,0.449425226269527,0.875,0.260946049345771,0.0951751240607481,0.1304653749955897,0.0267037370814121,0.159495139426765,0.0497131931166348,0.188250425709434,0.0
0.0508285400959319,0.0894377014468248,0.27124027417007,0.312447679645577,0.183451423155786,0.428947593180589,0.480654691264944,0.009981800699825,0.009981800699825,0.10709352727425,0.0361531274883396,0.113233473150292,0.23832109270022,0.0516304347826087,0.201148387628648,0.0945387992957037,0.705332549472255,0.0,0.278880861646435,0.48970647446799,0.8984375,0.162783762714473,0.2400616190784799,0.2209966331415473,0.10310211375994,0.0894377014468248,0.0487571701720841,0.0945387992957037,1.0
0.089854718134831,0.587180508340231,0.248153683074546,0.159754408961564,0.617105005936491,0.225076055292678,0.310875095892381,0.0052929515976485,0.0052929515976485,0.575887062537252,0.196259669021832,0.314169127828741,0.734263929974268,0.0366847826086957,0.140322642550862,0.28297660322225,0.663232357652838,0.0,0.625107646597628,0.3190478449244,0.78125,0.162616984079646,0.2507242610232161,0.1519620810208498,0.0567625491537252,0.587180508340231,0.0635755258126195,0.28297660322225,1.0
0.1203988211960378,0.027436242263081,0.0906685235842539,0.257510896255376,0.260723035705909,0.313634616004015,0.180721223079574,0.0352581683025999,0.0352581683025999,0.136775255940605,0.0406060975578903,0.0841426909898522,0.137622039446606,0.0122282608695652,0.175099518359047,0.063305689799975,0.911761352441633,0.0,0.530083492999304,0.561110179867233,0.34375,0.0652942077561309,0.1177917651367715,0.1723270097248102,0.252588432953652,0.027436242263081,0.0458891013384321,0.063305689799975,1.0
0.0764819852307064,0.0453363659144807,0.140625730710561,0.122631596703268,0.464819548548136,0.160285925418531,0.413229574415892,0.0145564993155379,0.0145564993155379,0.277171685834715,0.0999145788675291,0.109890097246201,0.361677432935897,0.580163043478261,0.113809090402287,0.0942188034450426,0.923823447718398,0.0,0.566296866078771,0.551075843558269,0.7421875,0.0921717777085595,0.068211059515237,0.0870333153543033,0.0556891981359269,0.0453363659144807,0.0578393881453155,0.0942188034450426,1.0
0.0548149929707708,0.0524895686457357,0.362822917714252,0.555196405214099,0.0738596935414598,0.654572890011349,0.485460184318447,0.0163460722019461,0.0163460722019461,0.0106202051913499,0.0082643011412386,0.10981302168291,0.206349511883168,0.171875,0.438997311523924,0.0737935002010009,0.600400585393217,0.0,0.269123234661467,0.735304282142873,0.859375,0.260755060076796,0.4589137062990306,0.5006654247201384,0.139370811587995,0.0524895686457357,0.0774378585086042,0.0737935002010009,1.0
0.0853912243074128,0.0218395187365785,0.152068895958203,0.309795820718363,0.112518818769237,0.398941691965454,0.238921522096746,0.0193373603647112,0.0193373603647112,0.0795004738843018,0.0159830491372593,0.0616085378600901,0.134265404338152,0.123641304347826,0.211814410169037,0.0399295344466685,0.770777664691047,0.0,0.479006518071667,0.567225240849266,0.9921875,0.10175515329579,0.2093849025764085,0.2772291636171246,0.145504086375089,0.0218395187365785,0.0630975143403442,0.0399295344466685,1.0
0.1755169090968585,0.0399207925709732,0.0815772167389476,0.263956548309644,0.342087020048206,0.292051463564129,0.274543730625304,0.0358967168304095,0.0358967168304095,0.23389874959734,0.046253390310249,0.0857208845963781,0.220698758380837,0.346467391304348,0.167911135249554,0.0624380956682767,0.844974880537244,0.0,0.601755896054396,0.489288763107082,0.65625,0.0604678484024423,0.1160218749384591,0.1693968948985166,0.211398789881752,0.0399207925709732,0.0487571701720841,0.0624380956682767,1.0
0.1010037936444616,0.0561715369651111,0.132142579481115,0.199163029293346,0.149304642623455,0.350642292496728,0.262937812283772,0.022240525199163,0.022240525199163,0.0741805219143661,0.0408423065058342,0.0649094338339468,0.175841814273435,0.683084239130435,0.142352376632492,0.0808182353986095,0.904469789290826,0.0,0.504954140915271,0.638020469726085,0.94921875,0.0535115515918136,0.1819215288749676,0.1703683912074831,0.0937478855592418,0.0561715369651111,0.0420650095602295,0.0808182353986095,1.0
0.0998663371246079,0.0511985178953168,0.435925372629353,0.376242451982375,0.0783426925475685,0.489993912332422,0.382704432136376,0.0163628830568513,0.0163628830568513,0.0252448707604735,0.0097934627317026,0.0777590968647093,0.280279031555892,0.0502717391304348,0.28239575646376,0.0646321825862368,0.614962637146626,0.0,0.434835852927907,0.67630971789122,0.9609375,0.273492802690004,0.5164150577719645,0.3556757020203933,0.233223614193521,0.0511985178953168,0.0803059273422562,0.0646321825862368,1.0
0.0693851760331508,0.0295948781382228,0.3390588442903,0.250123221066995,0.0739245307549099,0.368871630097699,0.565561031868965,0.0218100730365262,0.0218100730365262,0.0220532331333985,0.0090858358784223,0.0599046496216229,0.213146329386816,0.104619565217391,0.273374796785844,0.0495055731514238,0.660677052833148,0.0,0.416858204659744,0.789696981121084,0.8828125,0.18752863634753,0.3569336724045398,0.3378052425945421,0.0578306524585045,0.0295948781382228,0.0482791586998088,0.0495055731514238,1.0
0.1257189756143744,0.0600975289553025,0.147714511098577,0.146392850185293,0.572599384253929,0.186191375314806,0.225865716129353,0.0146599186083933,0.0146599186083933,0.270805273564733,0.0787728699528414,0.109233134990207,0.331467716959813,0.0,0.14392021004055,0.0818109742874285,0.897451132415793,0.0,0.743520395665978,0.526023511782756,0.6640625,0.109254936394463,0.0889030086418992,0.1333776710722096,0.070038589202256,0.0600975289553025,0.0697896749521989,0.0818109742874285,1.0
0.1335708777001627,0.587778278152229,0.513792324412893,0.1294225638484,0.409339703059675,0.147868748994313,0.456668670979771,0.0174514481738445,0.0174514481738445,0.0804070749495156,0.35778767815787,0.537195028503213,0.600657893928529,0.438179347826087,0.148636488446757,0.456883315292146,0.504865569823607,0.0,0.546263473825549,0.272215498264515,0.84375,0.423338755512984,0.2276951563607351,0.1601291346061834,0.117060479859227,0.587778278152229,0.474187380497132,0.456883315292146,0.0
0.2221796138805285,0.045206997744667,0.169581306585047,0.288695316983715,0.0984404715174516,0.359231106467793,0.373333709671043,0.0329630994376977,0.0329630994376977,0.032530162696375,0.0316171649348427,0.13752262101958,0.124132019456689,0.152853260869565,0.322723182459473,0.0881812793937692,0.897985655601069,0.0,0.396739789834276,0.765632408584347,0.953125,0.143784525570474,0.1783688324669616,0.3524046495675337,0.0905279057701184,0.045206997744667,0.0458891013384321,0.0881812793937692,1.0
0.0897380423583291,0.0342692193545379,0.220246639122819,0.403707454053512,0.0439667888526218,0.564971324109263,0.474547767229045,0.0197002676040504,0.0197002676040504,0.0213829179327838,0.0209941293549936,0.139475328926008,0.177062501970938,0.0027173913043478,0.315829565984612,0.101776823504505,0.633264891653774,0.0,0.446374508922205,0.716949023470991,0.8828125,0.153686608734803,0.5535804708665327,0.3833552241704063,0.134370168754515,0.0342692193545379,0.0434990439770555,0.101776823504505,1.0
0.1143028734812438,0.0386815164395885,0.130318711265687,0.136954739920264,0.315458495291845,0.161871280995289,0.479955210007724,0.0108716548801526,0.0108716548801526,0.236679448587473,0.0739068419095726,0.09892251636757,0.308810429977749,0.423913043478261,0.131054783087153,0.0696582776305156,0.917550813519044,0.0,0.440698782743002,0.58279870071028,0.9296875,0.0894538445159241,0.0778269324752341,0.1436276209626827,0.0821318732102288,0.0386815164395885,0.0583173996175908,0.0696582776305156,1.0
0.1217543321359962,0.0341502020520629,0.13008515985139,0.132906329610443,0.258884795471987,0.227280435189853,0.229869959849539,0.0158566997210215,0.0158566997210215,0.190947209575498,0.0414114031196346,0.0534742003095721,0.26265669723651,0.0298913043478261,0.11423815452269,0.0535651264626198,0.954635307842032,0.0,0.451518527127334,0.603573603299967,0.9140625,0.0674540923988396,0.0545402359713456,0.1272053964252427,0.0599367386133716,0.0341502020520629,0.0559273422562142,0.0535651264626198,1.0
0.0348049163934974,0.648050771054667,0.608845823535224,0.149896620786092,0.438220346371664,0.164109967406504,0.149431148906182,0.0129722112233138,0.0129722112233138,0.0798113910130788,0.442166242250144,0.769537324568478,0.691264926398526,0.109375,0.14112292979176,0.610354669209787,0.359218575602178,0.0,0.343972901857303,0.191390123168702,0.84375,0.482008613781358,0.3348364701690466,0.2263193258839908,0.0354939700268134,0.648050771054667,0.232313575525813,0.610354669209787,0.0
0.1027918079674281,0.0496100438223828,0.0926357783366106,0.214079437859537,0.205544764213568,0.323130199218815,0.513176136772406,0.0073543135915815,0.0073543135915815,0.0557961366490348,0.0948421848567625,0.130725761629981,0.144335309663513,0.851902173913044,0.197680211225086,0.121610933192254,0.862353855834515,0.0,0.474477922167625,0.584230911751255,0.90625,0.0612159474135338,0.1047946436126045,0.1787307401914997,0.175045124520461,0.0496100438223828,0.0554493307839388,0.121610933192254,1.0
0.0,0.0,0.0855152762740556,0.0419864853437884,0.143692125332369,0.073947664847739,0.196536062090909,0.0,0.0,0.0321207456127223,0.0259862614916891,0.0,0.288670619327027,0.03125,0.0717361586590044,0.0,0.845980396263679,0.0,0.0652559098358903,0.778456262133705,0.890625,0.043900200481354,0.001209865065629,0.0240652191212384,0.0103827990294824,0.0,0.0807839388145316,0.0,1.0
0.0784488903058615,0.0398407347318715,0.277708076413264,0.651205493927627,0.0469778887207294,0.87344340406988,0.694937795102232,0.0119394467740346,0.0119394467740346,0.0060189926274676,0.0007174359095579,0.0281416002224921,0.135943721892379,0.0013586956521739,0.472977583785318,0.0164128128821737,0.569553088100031,0.0,0.230729692102231,0.63920737142415,0.96875,0.157874783073406,0.9554338203257308,0.8038032945462579,0.416834112163068,0.0398407347318715,0.0592734225621415,0.0164128128821737,1.0
