Valor FFT umbral 10Hz - 20 Hz   ,FREC MAX WAV D5,WAV D1 FFT VMAX,FFT rms,WAV D5 (RMS) root-mean-square ,WAV D2 FFT VMAX,percentage of energy D1,WAV A6 (RMS) root-mean-square ,percentage of energy D5,WAV D2 the difference between the maximum and minimum values,WAV D4 FFT frec media,FREC MAX WAV D2,WAV D1 FFT frec media,WAV D2 FFT VMAX,WAV D4 FFT frec media,percentage of energy D5,WAV D4 FFT VMAX,WAV D4 FFT frec media,percentage of energy D5,WAV MEDIA DE LA ENERGIA,Valor FFT umbral 10Hz - 20 Hz   ,WAV A6 the difference between the maximum and minimum values,WAV D2 (RMS) root-mean-square ,x_centroid,inv_diff_mom,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,WAV D3 the difference between the maximum and minimum values,WAV D2 FFT frec media,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,Entropia frecuencia,ang_seg_mom,WAV D1 FFT frec media,FFT peak2rms,Etiqueta
0.620720895960771,0.71875,0.224108206791462,0.743465444987032,0.259295041117662,0.320771563643284,0.023009708017485,0.0360077363165674,0.0464591593800577,0.551774825939493,0.600586197432342,0.221095334685598,0.307259824825328,0.320771563643284,0.600586197432342,0.0464591593800577,0.29706002258089,0.600586197432342,0.0464591593800577,0.836036333835229,0.620720895960771,0.0550381598590775,0.595569470481955,0.2760416666666667,0.663228297064002,0.545286929641308,0.872049944889376,0.701281023071751,0.205727359457659,0.0,0.6472519244555538,0.307259824825328,0.0598037698372409,0.0
0.163572962788073,0.890625,0.554813464658529,0.196901421515014,0.283529132222509,0.0502419981540292,0.0916996240780441,0.0738163245996192,0.443307343192991,0.0455472850475466,0.204857227965194,0.306288032454361,0.205200012094017,0.0502419981540292,0.204857227965194,0.443307343192991,0.175186575939932,0.204857227965194,0.443307343192991,0.0805115271863611,0.163572962788073,0.0991117380440911,0.0923677339707086,0.5794270833333324,0.936651552445568,0.187892523787428,0.0782140726826796,0.139014440220704,0.170570950472279,0.0,0.929602601606616,0.205200012094017,0.309493185430854,1.0
0.36358440525286,0.890625,0.224918707539432,0.401608019775343,0.304821574941171,0.172701544077766,0.0131100987804121,0.0524199325599503,0.108979101000124,0.509727696965257,0.38587822268138,0.260649087221095,0.121410898281981,0.172701544077766,0.38587822268138,0.108979101000124,0.236457483943572,0.38587822268138,0.108979101000124,0.8096105712038977,0.36358440525286,0.1002384495651693,0.342630437117704,0.484375,0.3226679925485243,0.43552340532188,0.683094262328482,0.306999434985477,0.32097738035844,0.0,0.5154129294345873,0.121410898281981,0.162963727726394,0.0
0.0506441154672226,0.921875,0.377217874121954,0.333228003229226,0.477690356511649,0.0190534350336869,0.0190888599725821,0.0388840899028052,0.440844485464093,0.0427163731979021,0.343598792738847,0.350912778904665,0.125196411908632,0.0190534350336869,0.343598792738847,0.440844485464093,0.286463165556581,0.343598792738847,0.440844485464093,0.3718771866351568,0.0506441154672226,0.0721566257733865,0.0492267875786196,0.4752604166666657,0.8603090622287795,0.157761850097329,0.273302115115332,0.0665157229808335,0.295177186290247,0.0,0.87055498557474,0.125196411908632,0.66357860877349,1.0
0.126499254231061,1.0,0.626314178151962,0.146642417543213,0.237237350973292,0.0366249860546143,0.129769618504436,0.0511847156005255,0.335601239895382,0.0292330130592248,0.194149292129014,0.609533468559838,0.204835448465247,0.0366249860546143,0.194149292129014,0.335601239895382,0.135191878798729,0.194149292129014,0.335601239895382,0.1076548638456758,0.126499254231061,0.0880888298524948,0.0508387096577702,0.5768229166666656,0.8324841320260887,0.199719788953001,0.0834686095624317,0.0681457310014005,0.296886624841073,0.0,0.8605991530661777,0.204835448465247,0.281108458973853,1.0
0.0673307752349591,0.8359375,0.654576659477761,0.0332927765543003,0.303159502471882,0.0556104033339425,0.19980390145003,0.0712579038513783,0.568790030873871,0.0529550544306055,0.0760771583771573,0.609026369168357,0.12057033447647,0.0556104033339425,0.0760771583771573,0.568790030873871,0.126197910732441,0.0760771583771573,0.568790030873871,0.3532065991975147,0.0673307752349591,0.2535189299823035,0.0544766133476548,0.5416666666666667,0.7152111072071605,0.138914321430109,0.0697312390637999,0.0270981471194507,0.570322525712077,0.0,0.9036312348511036,0.12057033447647,0.609765365852845,1.0
0.199400100725363,0.890625,0.614778447272256,0.0066108451860146,0.0976381964718173,0.0719156388888872,0.421356185667365,0.0638577766572438,0.114227705253477,0.123418901331005,0.0700847105462321,0.609026369168357,0.163056491962132,0.0719156388888872,0.0700847105462321,0.114227705253477,0.0517346103265939,0.0700847105462321,0.114227705253477,0.1726341203299889,0.199400100725363,0.1140816703440705,0.101764146511678,0.5325520833333324,0.8121326270885447,0.544697112106209,0.167125906250919,0.0632680632789958,0.303586747491353,0.0,0.9348489299664972,0.163056491962132,0.407419348515745,1.0
0.0516609874023472,0.6875,0.556019854643114,0.346992591394199,0.562337815020165,0.0530440808930558,0.064324118455019,0.097421888087978,0.705116243974339,0.0382117195581243,0.281139313293005,0.608519269776876,0.275044114078761,0.0530440808930558,0.281139313293005,0.705116243974339,0.26191937912324,0.281139313293005,0.705116243974339,0.2523351711245915,0.0516609874023472,0.1747333004388517,0.068585579969551,0.4830729166666657,0.9663435912590828,0.150978547595947,0.127749005773899,0.101927836118622,0.233617918679381,0.0,0.970537429505922,0.275044114078761,0.411780788618094,1.0
0.0415462528057979,0.6953125,0.317975681747569,0.477314911913918,0.596220187619244,0.023984345656508,0.0049863435605551,0.0133773536616537,0.415600888555026,0.0417522601044205,0.482548082624432,0.184584178498986,0.0755740498528529,0.023984345656508,0.482548082624432,0.415600888555026,0.315501175473505,0.482548082624432,0.415600888555026,0.5845765262615824,0.0415462528057979,0.0486248459649754,0.0526135998076854,0.4830729166666657,0.8305177902503758,0.159440167651555,0.279614763869591,0.0743927184021447,0.478962287887414,0.0,0.8525956948108272,0.0755740498528529,0.400660283430156,1.0
0.127523817259004,0.921875,0.49865417898785,0.152095612774107,0.211166139545937,0.0432123917687258,0.153980100812871,0.0336749911690506,0.355660828681931,0.048785484680768,0.154869781385502,0.26369168356998,0.239176397836526,0.0432123917687258,0.154869781385502,0.355660828681931,0.204668172091344,0.154869781385502,0.355660828681931,0.0468065035243928,0.127523817259004,0.0276893777946423,0.0973323747322617,0.5260416666666667,0.9758367426069156,0.261720476170389,0.0865889796025178,0.151726941516646,0.125595196208871,0.0,0.9739751961447268,0.239176397836526,0.503368850431443,1.0
0.104952157940012,0.875,0.553816928015354,0.0853136199667359,0.197252898724957,0.0226835710129815,0.223668575678377,0.065078881265417,0.385475918020025,0.0276346511925489,0.124579438599051,0.418864097363083,0.20345363313988,0.0226835710129815,0.124579438599051,0.385475918020025,0.120031693766308,0.124579438599051,0.385475918020025,0.0590241792330743,0.104952157940012,0.0858121449542639,0.0395513735543999,0.5859375,0.9073710449635328,0.166153437868463,0.0546986944828488,0.0533778603517012,0.233966117148747,0.0,0.92015503164823,0.20345363313988,0.452405505259725,1.0
0.161020994440346,0.8359375,0.686152396069118,0.172889119762632,0.271130242570563,0.064793157148653,0.109089456987999,0.1115013020438294,0.374941779579233,0.0811244061222708,0.186318647767533,0.608519269776876,0.217190932916479,0.064793157148653,0.186318647767533,0.374941779579233,0.184839680759122,0.186318647767533,0.374941779579233,0.1182034486198072,0.161020994440346,0.1579561583043765,0.121624191353168,0.5833333333333333,0.8758754946902982,0.313006223863317,0.114447956004416,0.155035653227877,0.258525114519059,0.0,0.9063911029942412,0.217190932916479,0.433920203485475,1.0
0.143231896257903,1.0,0.729062243612203,0.177482624204776,0.194593625896915,0.0543809059213094,0.0996258407341911,0.0990576741003942,0.198440504036038,0.0496392444570139,0.215644195325147,0.608519269776876,0.199244427635165,0.0543809059213094,0.215644195325147,0.198440504036038,0.206287988025434,0.215644195325147,0.198440504036038,0.1163317041930781,0.143231896257903,0.1245278494562604,0.0963258922840372,0.5494791666666667,0.9063870968669434,0.134265404338152,0.0996917845820516,0.127796515484326,0.17550920585878,0.0,0.9218816786854842,0.199244427635165,0.403389004470551,1.0
0.0479431903760847,0.890625,0.497493511595867,0.36661219058303,0.405419747369876,0.0461658952958618,0.0547153392511743,0.0465231649611945,0.53318317733208,0.0369217062633798,0.336807456485624,0.608519269776876,0.26315888559663,0.0461658952958618,0.336807456485624,0.53318317733208,0.273237101094321,0.336807456485624,0.53318317733208,0.0956079111159292,0.0479431903760847,0.1047427317999911,0.0775099046708466,0.4869791666666667,0.9207470949095368,0.114064571404467,0.0650709344427381,0.155499404155463,0.248090142118729,0.0,0.8840432070425632,0.26315888559663,0.543746235422283,1.0
0.0419037211592713,0.890625,0.440209263201546,0.551729716982739,0.441772620327291,0.042467407293833,0.0158985096314294,0.0884130325187335,0.376392224326076,0.0210671275978748,0.548462310360118,0.129817444219067,0.193339999865309,0.042467407293833,0.548462310360118,0.376392224326076,0.456122568972383,0.548462310360118,0.376392224326076,0.1588251489936343,0.0419037211592713,0.2100862728066527,0.047164239615733,0.4804687499999989,0.8771794878564236,0.142589007552429,0.123653902284669,0.109753174422316,0.27158716660881,0.0,0.749911558150196,0.193339999865309,0.57077436966607,1.0
0.161678359997508,0.671875,0.530360977206258,0.106520266116375,0.155428686958935,0.0510970360232724,0.188788446591891,0.1103114252517757,0.244966912019638,0.0337754281989076,0.160603456992265,0.608519269776876,0.21752529233195,0.0510970360232724,0.160603456992265,0.244966912019638,0.0911108459543844,0.160603456992265,0.244966912019638,0.0463156290283974,0.161678359997508,0.1869688832424505,0.0702057603034725,0.6354166666666667,0.9870379197175296,0.31709144045761,0.102581759207085,0.102420880236903,0.328800734906168,0.0,0.9899404340808976,0.21752529233195,0.293773127333543,1.0
0.0887587302555407,0.8125,0.590350523393543,0.34802103447922,0.49927112827477,0.0580145116419877,0.0907305592993798,0.0703266964252497,0.681839111217835,0.0416154982086899,0.302031253614365,0.1947261663286,0.317705388006161,0.0580145116419877,0.302031253614365,0.681839111217835,0.200430463456273,0.302031253614365,0.681839111217835,0.1587374392475584,0.0887587302555407,0.0475990737077493,0.0677442412674826,0.5455729166666656,0.96872590896794,0.154334363613355,0.146447584807244,0.117145199882799,0.0737141670905876,0.0,0.9706240264023048,0.317705388006161,0.388593087905645,1.0
0.0847767744588206,0.8125,0.224133469540974,0.0984482318580888,0.142365859272178,0.0166869789725154,0.055892624959136,0.0284450113689645,0.245743103938196,0.0104169342711088,0.164691181183167,0.208924949290061,0.088862659336701,0.0166869789725154,0.164691181183167,0.245743103938196,0.163578278302573,0.164691181183167,0.245743103938196,0.0287953216162776,0.0847767744588206,0.0400687032559016,0.0257112952541508,0.6822916666666667,0.888576468968374,0.156012271622058,0.0726348939755874,0.047861663984589,0.232245555106227,0.0,0.8908517484316425,0.088862659336701,0.426716990385724,1.0
0.0711395552553854,0.9140625,0.508856427978915,0.258194634625619,0.347367671176568,0.0492141040646113,0.102256398578822,0.0402054316801293,0.374137942728123,0.117326095140978,0.266199162332717,0.773833671399594,0.288066312490046,0.0492141040646113,0.266199162332717,0.374137942728123,0.209455985253605,0.266199162332717,0.374137942728123,0.2044993654998218,0.0711395552553854,0.0825029843880928,0.0806594455342876,0.5429687499999991,0.7589648098277451,0.21902044082661,0.265767150138616,0.110127868503384,0.385214900788639,0.0,0.766442856745107,0.288066312490046,0.312210048188418,1.0
0.0806834765659703,0.765625,0.508443773973312,0.34589830671204,0.4963678277218,0.0544555562391832,0.0460409194191178,0.0703383982172614,0.488608869385239,0.0553569545262825,0.307845931742435,0.366125760649087,0.233418915655642,0.0544555562391832,0.307845931742435,0.488608869385239,0.320059427952849,0.307845931742435,0.488608869385239,0.3289777120054039,0.0806834765659703,0.0804582715402381,0.072941910381278,0.5039062499999991,0.854069848176934,0.154405214988875,0.190745897018134,0.10112149525372,0.195139851050074,0.0,0.8648079079091776,0.233418915655642,0.431978188477062,1.0
0.097166396410361,0.9296875,0.380526316224428,0.338542264580314,0.428334692773408,0.0380102789826637,0.0567681253567196,0.0485794351181936,0.379245405659945,0.0828708647812004,0.38340660838751,0.121703853955375,0.248936025630411,0.0380102789826637,0.38340660838751,0.379245405659945,0.239286107197765,0.38340660838751,0.379245405659945,0.3154880180822333,0.097166396410361,0.1241943462148188,0.0831247729896327,0.4713541666666667,0.9597351665577918,0.184614930964959,0.203905107277196,0.113564879562931,0.507639495135809,0.0,0.967151802899266,0.248936025630411,0.284196738102791,1.0
0.0967668086438255,0.8359375,0.507145229183092,0.25401615680337,0.35979902904036,0.0469878963003284,0.0788022697285112,0.100588826394462,0.419112467010993,0.0505537906037151,0.260037014135293,0.221095334685598,0.240089969151398,0.0469878963003284,0.260037014135293,0.419112467010993,0.231234611288536,0.260037014135293,0.419112467010993,0.1890897700416704,0.0967668086438255,0.1590119055426736,0.0787401728590124,0.5013020833333324,0.947147474537516,0.109090641024748,0.0810719057416807,0.106745285470522,0.247697456581909,0.0,0.9547746492344776,0.240089969151398,0.360461440153023,1.0
0.243807431953799,0.7734375,0.0926459504214025,0.534726789034862,0.365362962974458,0.171164910082717,0.009120379958306,0.076840896654432,0.115172018780813,0.311277016012615,0.494242659693369,0.191683569979716,0.131702983204194,0.171164910082717,0.494242659693369,0.115172018780813,0.369884880416217,0.494242659693369,0.115172018780813,0.9247378726789716,0.243807431953799,0.1262010936797586,0.277026709822027,0.3177083333333334,0.7369664891004888,0.373425655815485,0.759940800502791,0.269487146229817,0.282568519187886,0.0,0.8015731439121053,0.131702983204194,0.258759107376331,0.0
0.822322907306768,0.921875,0.383095543630637,0.123628734136415,0.0920839984286074,0.143355361218465,0.272581498961896,0.0824376964365974,0.0786295770426195,0.227956902750361,0.118168525294871,0.221095334685598,0.30789144699881,0.143355361218465,0.118168525294871,0.0786295770426195,0.0656580147944495,0.118168525294871,0.0786295770426195,0.0559461234771266,0.822322907306768,0.137088182515311,0.169186629414501,0.3854166666666667,0.9849961317709202,0.627504422067787,0.249862486556078,0.202315244240437,0.20911260867069,0.0,0.9893838206026486,0.30789144699881,0.107124889726721,0.0
0.0254518853822355,0.5625,0.30586026012121,0.475552767264755,0.676188357046853,0.0336196418347976,0.0203978810483429,0.0511187249872283,0.606207614320364,0.029263329841818,0.379749168715623,0.679513184584178,0.19185670940282,0.0336196418347976,0.379749168715623,0.606207614320364,0.539437971623211,0.379749168715623,0.606207614320364,0.4534523908022674,0.0254518853822355,0.1050534762044662,0.0720790319796536,0.5013020833333324,0.7565630002360706,0.124132019456689,0.152810078131282,0.105445010122261,0.392236474175174,0.0,0.6846233880813039,0.19185670940282,0.524939074030657,1.0
0.405892161579887,0.875,0.231120988739456,0.239105698513703,0.160908709140334,0.106171076461333,0.151270770732655,0.0448019547420723,0.112846668838454,0.159495139426765,0.232418597878396,0.279918864097363,0.338956532279291,0.106171076461333,0.232418597878396,0.112846668838454,0.126502479319365,0.232418597878396,0.112846668838454,0.1189967680389799,0.405892161579887,0.1055731138938914,0.188250425709434,0.328125,0.9408849738622892,0.511728769467235,0.343181775922085,0.248336120417238,0.342851177034897,0.0,0.9476595566100028,0.338956532279291,0.164510367532293,0.0
0.0923273574153934,0.8984375,0.278880861646435,0.258717344363693,0.428947593180589,0.04097274898401,0.10709352727425,0.0353428325267059,0.495350371847144,0.0894377014468248,0.247883667590225,0.735294117647059,0.290342592121328,0.04097274898401,0.247883667590225,0.495350371847144,0.201148387628648,0.247883667590225,0.495350371847144,0.2731732830429156,0.0923273574153934,0.0508285400959319,0.0945387992957037,0.4973958333333334,0.8867118756589463,0.23832109270022,0.27110865691921,0.113233473150292,0.215698131814435,0.0,0.9182692678326112,0.290342592121328,0.481899456069899,1.0
0.310564382307801,0.78125,0.625107646597628,0.266158759267901,0.225076055292678,0.0914409293341888,0.575887062537252,0.0323208241286918,0.127216033121138,0.587180508340231,0.206936234533767,0.676470588235294,0.734708402425751,0.0914409293341888,0.206936234533767,0.127216033121138,0.140322642550862,0.206936234533767,0.127216033121138,0.3249496015544261,0.310564382307801,0.089854718134831,0.28297660322225,0.6054687499999991,0.6218942567997914,0.734263929974268,0.335449157888831,0.314169127828741,0.323091820217026,0.0,0.7398865138324086,0.734708402425751,0.130277770036113,1.0
0.122302209604022,0.34375,0.530083492999304,0.159145902398231,0.313634616004015,0.0245865947883949,0.136775255940605,0.0742057213743993,0.513691978646558,0.027436242263081,0.174297535706431,0.291075050709939,0.235939709243303,0.0245865947883949,0.174297535706431,0.513691978646558,0.175099518359047,0.174297535706431,0.513691978646558,0.1286623679029468,0.122302209604022,0.1203988211960378,0.063305689799975,0.5729166666666667,0.9013874583567444,0.137622039446606,0.0523623090598889,0.0841426909898522,0.237979481375658,0.0,0.9202139605942792,0.235939709243303,0.310722009971785,1.0
0.230809205410737,0.7421875,0.566296866078771,0.106166191380379,0.160285925418531,0.0629623544601523,0.277171685834715,0.0618770345034907,0.205486629225576,0.0453363659144807,0.152279877990418,0.608519269776876,0.277696052439197,0.0629623544601523,0.152279877990418,0.205486629225576,0.113809090402287,0.152279877990418,0.205486629225576,0.0908149537495386,0.230809205410737,0.0764819852307064,0.0942188034450426,0.4934895833333323,0.9870126140209764,0.361677432935897,0.167800883784573,0.109890097246201,0.227928449488766,0.0,0.9922975866692578,0.277696052439197,0.239873106341296,1.0
0.0544278277905625,0.859375,0.269123234661467,0.597437155138406,0.654572890011349,0.034374028392346,0.0106202051913499,0.028404600531885,0.398541048146054,0.0524895686457357,0.570899574073222,0.255578093306288,0.170762756274103,0.034374028392346,0.570899574073222,0.398541048146054,0.438997311523924,0.570899574073222,0.398541048146054,0.6347500084943956,0.0544278277905625,0.0548149929707708,0.0737935002010009,0.4244791666666667,0.9782983513470498,0.206349511883168,0.417101162536785,0.10981302168291,0.311599523738408,0.0,0.9809919684441626,0.170762756274103,0.409383406390043,1.0
0.0522446077328349,0.9921875,0.479006518071667,0.236422185310492,0.398941691965454,0.0225002086462643,0.0795004738843018,0.0616669206337269,0.566885340696425,0.0218395187365785,0.232266576439731,0.609533468559838,0.223001046346352,0.0225002086462643,0.232266576439731,0.566885340696425,0.211814410169037,0.232266576439731,0.566885340696425,0.1696362459867674,0.0522446077328349,0.0853912243074128,0.0399295344466685,0.5078125,0.8234573242320096,0.134265404338152,0.147441808986045,0.0616085378600901,0.256769723260505,0.0,0.836829597471327,0.223001046346352,0.43494999886846,1.0
0.120865824353643,0.65625,0.601755896054396,0.157434235630271,0.292051463564129,0.0734834900717492,0.23389874959734,0.1070723720138794,0.515938287649426,0.0399207925709732,0.163929725115793,0.608519269776876,0.313920803192467,0.0734834900717492,0.163929725115793,0.515938287649426,0.167911135249554,0.163929725115793,0.515938287649426,0.0904481055915315,0.120865824353643,0.1755169090968585,0.0624380956682767,0.5507812499999991,0.9932333170600957,0.220698758380837,0.069027494925382,0.0857208845963781,0.236360938743764,0.0,0.9951876658865202,0.313920803192467,0.341748108576856,1.0
0.0738607747849066,0.94921875,0.504954140915271,0.119448306948895,0.350642292496728,0.0512089046921599,0.0741805219143661,0.0632956357778692,0.465745988013114,0.0561715369651111,0.165410948912496,0.609026369168357,0.12558206553201,0.0512089046921599,0.165410948912496,0.465745988013114,0.142352376632492,0.165410948912496,0.465745988013114,0.3684324217264857,0.0738607747849066,0.1010037936444616,0.0808182353986095,0.5052083333333335,0.7113718204085302,0.175841814273435,0.12746481455348,0.0649094338339468,0.225290949144055,0.0,0.8692830365821106,0.12558206553201,0.566476494911684,1.0
0.110332767384599,0.9609375,0.434835852927907,0.418890490518966,0.489993912332422,0.0306950831292366,0.0252448707604735,0.0635158391442387,0.311734706987394,0.0511985178953168,0.43634006551756,0.255578093306288,0.192724415377903,0.0306950831292366,0.43634006551756,0.311734706987394,0.28239575646376,0.43634006551756,0.311734706987394,0.5896140519351637,0.110332767384599,0.0998663371246079,0.0646321825862368,0.4375,0.910964281995625,0.280279031555892,0.51377613953943,0.0777590968647093,0.276226727524163,0.0,0.9160391063874472,0.192724415377903,0.317573252488975,1.0
0.126031848461887,0.8828125,0.416858204659744,0.333543594957825,0.368871630097699,0.0291050659586114,0.0220532331333985,0.0355584379686993,0.231647774306441,0.0295948781382228,0.382696123898903,0.608519269776876,0.136361684160243,0.0291050659586114,0.382696123898903,0.231647774306441,0.273374796785844,0.382696123898903,0.231647774306441,0.5002390929649599,0.126031848461887,0.0693851760331508,0.0495055731514238,0.5533854166666656,0.5122120534061168,0.213146329386816,0.334150979604741,0.0599046496216229,0.292097639520652,0.0,0.5676384251313273,0.136361684160243,0.329295366599336,1.0
0.231686252773616,0.6640625,0.743520395665978,0.129694546672242,0.186191375314806,0.0550091690852903,0.270805273564733,0.0827397872111762,0.256906964027816,0.0600975289553025,0.157458014299125,0.608519269776876,0.301939899147692,0.0550091690852903,0.157458014299125,0.256906964027816,0.14392021004055,0.157458014299125,0.256906964027816,0.0765275796311894,0.231686252773616,0.1257189756143744,0.0818109742874285,0.5026041666666667,0.9932240682951914,0.331467716959813,0.16802400841234,0.109233134990207,0.273250562690631,0.0,0.995250123458746,0.301939899147692,0.391565745174816,1.0
