percentage of energy D4,ang_seg_mom,WAV D3 FFT VMAX,percentage of energy D4,WAV D3 the difference between the maximum and minimum values,Picos,WAV D4 FFT VMAX,FREC 3er pico FFT,median,Varianza tiempo,MSE frecuencia,Frecuecia umbral 20-30,RMS tiempo,WAV D6 (RMS) root-mean-square ,WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,percentage of energy D3.1,WAV D2 (RMS) root-mean-square ,percentage of energy D4,WAV D2 FFT VMAX,TIEMPO ENERGIA,Energia senal,MSE tiempo,entropy,WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).,x_center_mass,WAV D4 FFT VMAX,WAV MEDIA DE LA ENERGIA,FREC 2do PICO en FFT,Etiqueta
0.686323640946722,0.87055498557474,0.211531253748127,0.686323640946722,0.273302115115332,0.122448979591837,0.286463165556581,0.0611854684512428,0.0,0.3337298763210581,0.139776712577692,0.0645777607948032,0.5105126296941079,0.0503557093144397,0.0607607651729964,0.157761850097329,0.171120363120603,0.0106241572523479,0.0492267875786196,0.686323640946722,0.0190534350336869,0.3727323862151964,0.3727323862151973,0.636757316549532,0.1797778691372073,0.234918015127749,0.4752604166666667,0.286463165556581,0.3718771866351568,0.0460494425593795,1.0
0.684974728471604,0.8605991530661777,0.0753611673140959,0.684974728471604,0.0834686095624317,0.108843537414966,0.135191878798729,0.0640535372848948,0.0,0.0924555504269363,0.267758291936872,0.948032097821933,0.2096797450647302,0.171009278764985,0.0585796683796433,0.199719788953001,0.111227870369379,0.035031382520603,0.0508387096577702,0.684974728471604,0.0366249860546143,0.1081027443996398,0.1081027443996398,0.895949610127695,0.1869857431373452,0.0631457467934106,0.5768229166666666,0.135191878798729,0.1076548638456758,0.0402326708676684,1.0
0.486168257469084,0.9036312348511036,0.0176845814965873,0.486168257469084,0.0697312390637999,0.115646258503401,0.126197910732441,0.0423040152963671,0.0,0.0848521617692472,0.284877060721099,0.818494459304547,0.1965996445402762,0.237291619223999,0.221932085611191,0.138914321430109,0.210306479924085,0.0399382313024294,0.0544766133476548,0.486168257469084,0.0556104033339425,0.3496499995537386,0.3496499995537375,0.904643160160609,0.1156454146439365,0.183336869950725,0.5416666666666656,0.126197910732441,0.3532065991975147,0.0317498788172564,1.0
0.446158860860611,0.9348489299664972,0.046991784385607,0.446158860860611,0.167125906250919,0.115646258503401,0.0517346103265939,0.0669216061185469,0.0,0.0381717457034838,0.587284072489073,0.826136797860145,0.1042208974119877,0.0743032977114459,0.324520463785929,0.544697112106209,0.296108976351372,0.158115156942022,0.101764146511678,0.446158860860611,0.0719156388888872,0.1731597306449456,0.1731597306449445,0.903126841653434,0.0787221137177446,0.333796595613988,0.5325520833333334,0.0517346103265939,0.1726341203299889,0.133058652447891,1.0
0.488506235960224,0.970537429505922,0.116935772393512,0.488506235960224,0.127749005773899,0.108843537414966,0.26191937912324,0.0420650095602295,0.0,0.2826110312277561,0.0741321107417781,0.971723347344287,0.4582178574555635,0.255004320327044,0.0724382064989487,0.150978547595947,0.080574803051335,0.0190923323216061,0.068585579969551,0.488506235960224,0.0530440808930558,0.250939681153244,0.2509396811532439,0.802479468166998,0.0424686598791669,0.0879655923105609,0.4830729166666667,0.26191937912324,0.2523351711245915,0.0218128938439166,1.0
0.748579805125437,0.8525956948108272,0.223781143942118,0.748579805125437,0.279614763869591,0.102040816326531,0.315501175473505,0.0511472275334608,0.0,0.5669446051571428,0.035733350425347,0.295376385173863,0.7120161749710407,0.131737456472761,0.0839422831374803,0.159440167651555,0.169599315928912,0.0065979366335469,0.0526135998076854,0.748579805125437,0.023984345656508,0.5867037120863562,0.5867037120863561,0.616626561515532,0.2052366864991871,0.174338760213655,0.4830729166666667,0.315501175473505,0.5845765262615824,0.0222976248182259,1.0
0.553229554442156,0.9739751961447268,0.0792741294325471,0.553229554442156,0.0865889796025178,0.129251700680272,0.204668172091344,0.0783938814531549,0.0,0.0623260360773546,0.355722480498352,0.106610622850592,0.1549403562248982,0.116791440382772,0.0961043509743733,0.261720476170389,0.0742201643074733,0.10965330924198,0.0973323747322617,0.553229554442156,0.0432123917687258,0.0469633920535048,0.0469633920535047,0.94241935575415,0.0397866648125455,0.0987176048356756,0.5260416666666655,0.204668172091344,0.0468065035243928,0.0460494425593795,1.0
0.597291599642726,0.92015503164823,0.0314678940108821,0.597291599642726,0.0546986944828488,0.102040816326531,0.120031693766308,0.0760038240917782,0.0,0.0441429822054587,0.230051248841219,0.205196790217807,0.1174868813360195,0.082639406033251,0.102527157350868,0.166153437868463,0.15953784919465,0.0440069208460483,0.0395513735543999,0.597291599642726,0.0226835710129815,0.0585871625079097,0.0585871625079093,0.898356480500855,0.1145902919850537,0.124105133822583,0.5859374999999989,0.120031693766308,0.0590241792330743,0.0349006301502666,1.0
0.496291822734568,0.9063911029942412,0.0823959947872646,0.496291822734568,0.114447956004416,0.122448979591837,0.184839680759122,0.0607074569789675,0.0,0.1059787263784297,0.356610483459233,0.171570500573175,0.2320336133067007,0.2417410830006,0.0887720294259474,0.313006223863317,0.134295221982099,0.0972287921067042,0.121624191353168,0.496291822734568,0.064793157148653,0.1102195294081172,0.1102195294081171,0.884896167873084,0.1267863889415576,0.0655513499383145,0.5833333333333321,0.184839680759122,0.1182034486198072,0.0668928744546777,1.0
0.755744801962906,0.9218816786854842,0.0767884664884944,0.755744801962906,0.0996917845820516,0.129251700680272,0.206287988025434,0.0530592734225621,0.0,0.1104182458106274,0.266775563009924,0.0722200993504012,0.2391208699890149,0.246482544566514,0.0917036445010461,0.134265404338152,0.0701926772168448,0.0697341760828018,0.0963258922840372,0.755744801962906,0.0543809059213094,0.1146705826741218,0.1146705826741217,0.901007660403672,0.1109314360379418,0.0984885284213286,0.5494791666666656,0.206287988025434,0.1163317041930781,0.0528356761997092,1.0
0.62923966633836,0.8840432070425632,0.0959625560778604,0.62923966633836,0.0650709344427381,0.102040816326531,0.273237101094321,0.0621414913957935,0.0,0.1846404794577245,0.142712274231766,0.15246465418418,0.3442991389708195,0.148285724823426,0.0756256939202736,0.114064571404467,0.0620002140632253,0.0341272281083125,0.0775099046708466,0.62923966633836,0.0461658952958618,0.0938409384765749,0.0938409384765748,0.950134120078625,0.1637030862557203,0.057134433602798,0.4869791666666656,0.273237101094321,0.0956079111159292,0.0344158991759573,1.0
0.74781834025839,0.749911558150196,0.189892709283864,0.74781834025839,0.123653902284669,0.102040816326531,0.456122568972383,0.0697896749521989,0.0,0.3314729651475561,0.0405844404339802,0.314482231562858,0.5082186090887781,0.289747773573493,0.100451563741996,0.142589007552429,0.0673705964233554,0.0096311256990431,0.047164239615733,0.74781834025839,0.042467407293833,0.1507440515025704,0.1507440515025703,0.938111483629933,0.3437585836303559,0.0244878918480138,0.48046875,0.456122568972383,0.1588251489936343,0.0916141541444498,1.0
0.560628107919391,0.9899404340808976,0.0680270947319922,0.560628107919391,0.102581759207085,0.129251700680272,0.0911108459543844,0.0860420650095602,0.0,0.0442648241515178,0.445307720254177,0.247229652273596,0.1177587758484212,0.218321229826124,0.0955153816112971,0.31709144045761,0.0623374747565869,0.0836600754985853,0.0702057603034725,0.560628107919391,0.0510970360232724,0.0430762845100169,0.0430762845100167,0.938003679398667,0.0146867885647314,0.134921789116192,0.6354166666666654,0.0911108459543844,0.0463156290283974,0.0528356761997092,1.0
0.484271207509734,0.9706240264023048,0.103960342664355,0.484271207509734,0.146447584807244,0.115646258503401,0.200430463456273,0.0439770554493308,0.0,0.2261158577972083,0.151434394537742,0.974780282766527,0.3951819950361585,0.164128020172155,0.0655208770191895,0.154334363613355,0.112670133072233,0.0234075021193207,0.0677442412674826,0.484271207509734,0.0580145116419877,0.1589633688663937,0.1589633688663936,0.774771239699856,0.042653667887306,0.154859873544553,0.5455729166666666,0.200430463456273,0.1587374392475584,0.0508967523024721,1.0
0.818483511248871,0.8908517484316425,0.0454744354041746,0.818483511248871,0.0726348939755874,0.122448979591837,0.163578278302573,0.0669216061185469,0.0,0.0336821405778892,0.129279293010812,0.161635460450898,0.0938137506905432,0.0712722823138601,0.126748619480617,0.156012271622058,0.0884286598546046,0.0348948377053104,0.0257112952541508,0.818483511248871,0.0166869789725154,0.0287145056783049,0.0287145056783044,0.776449376758114,0.1507541962602425,0.182025426143825,0.6822916666666674,0.163578278302573,0.0287953216162776,0.0460494425593795,1.0
0.62319240967227,0.766442856745107,0.146142302334948,0.62319240967227,0.265767150138616,0.108843537414966,0.209455985253605,0.0516252390057361,0.0,0.1999076797916504,0.159308776761537,0.105846388995032,0.3635933957885305,0.0960421164760538,0.162714839545072,0.21902044082661,0.375744142429901,0.0333297366977499,0.0806594455342876,0.62319240967227,0.0492141040646113,0.2044664891414724,0.2044664891414723,0.747817313064362,0.3106871852304251,0.254571798417689,0.54296875,0.209455985253605,0.2044993654998218,0.041202132816287,1.0
0.646199039665611,0.8648079079091776,0.153936412519237,0.646199039665611,0.190745897018134,0.122448979591837,0.320059427952849,0.0750478011472275,0.0,0.3219905644183308,0.112176680759599,0.0355368742835308,0.498845910769346,0.253303096200483,0.108249755360432,0.154405214988875,0.150711175222986,0.0183428787875272,0.072941910381278,0.646199039665611,0.0544555562391832,0.3269718376436737,0.3269718376436706,0.732808197229561,0.1885057557355883,0.152459265752664,0.50390625,0.320059427952849,0.3289777120054039,0.0576829859428017,1.0
0.709067100367166,0.967151802899266,0.164895599628751,0.709067100367166,0.203905107277196,0.108843537414966,0.239286107197765,0.0626195028680688,0.0,0.3107604544990645,0.162048664375384,0.683607183798242,0.4875030401183849,0.175090428527311,0.305924214397649,0.184614930964959,0.2450526401084,0.0229552155327544,0.0831247729896327,0.709067100367166,0.0380102789826637,0.3157004448870926,0.3157004448870915,0.670091423627716,0.0501865415245219,0.142225550243318,0.4713541666666656,0.239286107197765,0.3154880180822333,0.060106640814348,1.0
0.709792515609451,0.9547746492344776,0.0438476794547373,0.709792515609451,0.0810719057416807,0.122448979591837,0.231234611288536,0.0659655831739962,0.0,0.1894988911414523,0.143027445510593,0.723347344287352,0.3505497256625408,0.206317145824411,0.183473039955308,0.109090641024748,0.149442889467522,0.0336548443918782,0.0787401728590124,0.709792515609451,0.0469878963003284,0.1888966694583154,0.1888966694583153,0.753243464937044,0.0693766068397091,0.105965362143617,0.5013020833333334,0.231234611288536,0.1890897700416704,0.0470189045079981,1.0
0.604844874082323,0.8015731439121053,0.351895382794771,0.604844874082323,0.759940800502791,0.129251700680272,0.369884880416217,0.0645315487571702,0.0,0.7870735532456414,0.160790291961532,0.157814291173099,0.8681316140621237,0.416080852268662,0.275163075071239,0.373425655815485,0.310866476126198,0.0662569943791984,0.277026709822027,0.604844874082323,0.171164910082717,0.927213449440726,0.9272134494407268,0.534892022049176,0.2588812332494998,0.217591791091673,0.3177083333333327,0.369884880416217,0.9247378726789716,0.0634997576345129,0.0
0.263060800211084,0.9893838206026486,0.113665041831619,0.263060800211084,0.249862486556078,0.129251700680272,0.0656580147944495,0.0736137667304015,0.0,0.0564216231951414,0.63913687995217,0.183034008406572,0.143220986001038,0.0780819520636761,0.174201037453078,0.627504422067787,0.381325773636209,0.267738545736675,0.169186629414501,0.263060800211084,0.143355361218465,0.0544185358805815,0.0544185358805815,0.793803400034528,0.0160296801625977,0.282637052279904,0.3854166666666658,0.0656580147944495,0.0559461234771266,0.525933107125545,0.0
0.634913533641468,0.6846233880813039,0.0982743639332639,0.634913533641468,0.152810078131282,0.142857142857143,0.539437971623211,0.0239005736137667,0.0,0.4960611111909072,0.0545958850895241,0.256400458540313,0.6557507709562562,0.239532449968052,0.123222010465563,0.124132019456689,0.0395951790193202,0.0118477161730725,0.0720790319796536,0.634913533641468,0.0336196418347976,0.4524972805709582,0.4524972805709591,0.699201053586667,0.4424449466370878,0.139968097492652,0.5013020833333334,0.539437971623211,0.4534523908022674,0.075133301017935,1.0
0.449425226269527,0.9476595566100028,0.152607140359165,0.449425226269527,0.343181775922085,0.102040816326531,0.126502479319365,0.0497131931166348,0.0,0.1431123230213003,0.437364699137554,0.834161253343523,0.288225010024585,0.042757361077492,0.216975222043663,0.511728769467235,0.196512866546163,0.162910771971569,0.188250425709434,0.449425226269527,0.106171076461333,0.1191485217388573,0.1191485217388562,0.818265053205052,0.0725031000443324,0.242638909381208,0.3281249999999993,0.126502479319365,0.1189967680389799,0.0780416868637906,0.0
0.48970647446799,0.9182692678326112,0.149005649013559,0.48970647446799,0.27110865691921,0.102040816326531,0.201148387628648,0.0487571701720841,0.0,0.2327590480221391,0.183451423155786,0.599541459686664,0.4029534902718472,0.158668746848858,0.192752187518581,0.23832109270022,0.223391558936448,0.0361531274883396,0.0945387992957037,0.48970647446799,0.04097274898401,0.2742660609326867,0.2742660609326856,0.705332549472255,0.1142643590031688,0.180002247800287,0.4973958333333322,0.201148387628648,0.2731732830429156,0.0358700920988851,1.0
0.3190478449244,0.7398865138324086,0.120109816035589,0.3190478449244,0.335449157888831,0.122448979591837,0.140322642550862,0.0635755258126195,0.0,0.2601863846144005,0.617105005936491,0.666794038975927,0.4339636267340792,0.0804228385858065,0.41668072004661,0.734263929974268,0.677954985916875,0.196259669021832,0.28297660322225,0.3190478449244,0.0914409293341888,0.3259670123185121,0.325967012318514,0.663232357652838,0.3268773936139901,0.391145997639032,0.6054687499999999,0.140322642550862,0.3249496015544261,0.0770722249151721,1.0
0.561110179867233,0.9202139605942792,0.0611234015284076,0.561110179867233,0.0523623090598889,0.122448979591837,0.175099518359047,0.0458891013384321,0.0,0.1074233150962759,0.260723035705909,0.452808559419182,0.2344202407119391,0.32574564965198,0.0903737449374213,0.137622039446606,0.0500274011328661,0.0406060975578903,0.063305689799975,0.561110179867233,0.0245865947883949,0.1277808815663995,0.1277808815663993,0.911761352441633,0.1121522625716633,0.0157332565145713,0.5729166666666655,0.175099518359047,0.1286623679029468,0.0324769752787203,1.0
0.551075843558269,0.9922975866692578,0.0798262436015152,0.551075843558269,0.167800883784573,0.122448979591837,0.113809090402287,0.0578393881453155,0.0,0.0662969519796277,0.464819548548136,0.824226213221246,0.1626323015578819,0.0983055456609458,0.153717575644304,0.361677432935897,0.0598699242120585,0.0999145788675291,0.0942188034450426,0.551075843558269,0.0629623544601523,0.0906812048135207,0.0906812048135202,0.923823447718398,0.0121066171055479,0.261533557268464,0.4934895833333333,0.113809090402287,0.0908149537495386,0.0499272903538536,1.0
0.735304282142873,0.9809919684441626,0.217773852089545,0.735304282142873,0.417101162536785,0.115646258503401,0.438997311523924,0.0774378585086042,0.0,0.717535187679736,0.0738596935414598,0.0852120748949179,0.8213420972277238,0.169363777524869,0.0982354183670471,0.206349511883168,0.129538647546468,0.0082643011412386,0.0737935002010009,0.735304282142873,0.034374028392346,0.6366000289616038,0.6366000289616037,0.600400585393217,0.0289005639865829,0.247288132407594,0.4244791666666657,0.438997311523924,0.6347500084943956,0.0499272903538536,1.0
0.567225240849266,0.836829597471327,0.103074538668891,0.567225240849266,0.147441808986045,0.102040816326531,0.211814410169037,0.0630975143403442,0.0,0.1688672200871204,0.112518818769237,0.984715322888804,0.3237363644982042,0.184757758090836,0.0833269295602861,0.134265404338152,0.096049369256022,0.0159830491372593,0.0399295344466685,0.567225240849266,0.0225002086462643,0.1686726486251924,0.1686726486251913,0.770777664691047,0.2242230463813899,0.17017904725122,0.5078124999999989,0.211814410169037,0.1696362459867674,0.0407174018419777,1.0
0.489288763107082,0.9951876658865202,0.0529255030679846,0.489288763107082,0.069027494925382,0.108843537414966,0.167911135249554,0.0487571701720841,0.0,0.0887562919167596,0.342087020048206,0.867023309132595,0.2033486040651428,0.265518047630501,0.173450608119423,0.220698758380837,0.115310389569631,0.046253390310249,0.0624380956682767,0.489288763107082,0.0734834900717492,0.0901552162535662,0.0901552162535661,0.844974880537244,0.0077135251494411,0.110811454877736,0.55078125,0.167911135249554,0.0904481055915315,0.058167716917111,1.0
0.638020469726085,0.8692830365821106,0.0764915126213029,0.638020469726085,0.12746481455348,0.115646258503401,0.142352376632492,0.0420650095602295,0.0,0.1578159192249156,0.149304642623455,0.0221627818112342,0.3088377091572876,0.192858631496232,0.185019430901319,0.175841814273435,0.127557893311941,0.0408423065058342,0.0808182353986095,0.638020469726085,0.0512089046921599,0.368564819627427,0.3685648196274289,0.904469789290826,0.1608911719424501,0.162136190288348,0.5052083333333323,0.142352376632492,0.3684324217264857,0.0453223460979157,1.0
0.67630971789122,0.9160391063874472,0.223014566823638,0.67630971789122,0.51377613953943,0.19047619047619,0.28239575646376,0.0803059273422562,0.0,0.5094023187256382,0.0783426925475685,0.601069927397784,0.6666384556954094,0.322005303438776,0.109236911359675,0.280279031555892,0.146169454610616,0.0097934627317026,0.0646321825862368,0.67630971789122,0.0306950831292366,0.5906037082702997,0.5906037082702976,0.614962637146626,0.1255668708360967,0.293579930688982,0.4374999999999991,0.28239575646376,0.5896140519351637,0.0445952496364518,1.0
0.789696981121084,0.5676384251313273,0.219486396457886,0.789696981121084,0.334150979604741,0.102040816326531,0.273374796785844,0.0482791586998088,0.0,0.3885229853002701,0.0739245307549099,0.315246465418418,0.5626253449415893,0.110093389879965,0.102174833411571,0.213146329386816,0.0982362180424929,0.0090858358784223,0.0495055731514238,0.789696981121084,0.0291050659586114,0.5012545700593367,0.5012545700593336,0.660677052833148,0.5684977774028807,0.180540264151809,0.5533854166666666,0.273374796785844,0.5002390929649599,0.071255453223461,1.0
0.526023511782756,0.995250123458746,0.0766038476973805,0.526023511782756,0.16802400841234,0.102040816326531,0.14392021004055,0.0697896749521989,0.0,0.0700446805762987,0.572599384253929,0.831868551776844,0.1697279863903729,0.109846672526691,0.0772926628486977,0.331467716959813,0.137261545931229,0.0787728699528414,0.0818109742874285,0.526023511782756,0.0550091690852903,0.0764987945710661,0.0764987945710656,0.897451132415793,0.0068251641797169,0.226085179608427,0.5026041666666656,0.14392021004055,0.0765275796311894,0.0557440620455647,1.0
0.272215498264515,0.833460334527382,0.251753558936019,0.272215498264515,0.756907682492643,0.251700680272109,0.148636488446757,0.474187380497132,0.0,0.3482811261578764,0.409339703059675,0.186090943828812,0.5246911579183888,0.139108412087349,0.209464265586901,0.600657893928529,0.37606005282096,0.35778767815787,0.456883315292146,0.272215498264515,0.260127837509208,0.3003366325574594,0.3003366325574583,0.504865569823607,0.2146004941599124,0.396546976489257,0.2630208333333328,0.148636488446757,0.2994725036313037,0.201163354338342,0.0
0.765632408584347,0.8087747544909761,0.0892087465608463,0.765632408584347,0.118501760427386,0.102040816326531,0.322723182459473,0.0458891013384321,0.0,0.2408527310966505,0.0984404715174516,0.0240733664501337,0.412235239297457,0.139862086313278,0.204014583343572,0.124132019456689,0.0804532811135641,0.0316171649348427,0.0881812793937692,0.765632408584347,0.0566699295092818,0.1822712729832761,0.182271272983275,0.897985655601069,0.2567921847495888,0.0775446036177643,0.5247395833333333,0.322723182459473,0.1837232065521065,0.0334464372273388,1.0
0.716949023470991,0.9291733247761575,0.113414971483769,0.716949023470991,0.282393510568205,0.115646258503401,0.315829565984612,0.0434990439770555,0.0,0.4642146082091991,0.0439667888526218,0.0401222774168896,0.6292543699395671,0.198208320882719,0.111140356868613,0.177062501970938,0.0135929377856443,0.0209941293549936,0.101776823504505,0.716949023470991,0.0414446580222531,0.4581398327762147,0.4581398327762135,0.633264891653774,0.101187563601238,0.298365794029264,0.48828125,0.315829565984612,0.4573142255699151,0.0489578284052351,1.0
0.58279870071028,0.977648581007458,0.0890458373003537,0.58279870071028,0.108571569400017,0.115646258503401,0.131054783087153,0.0583173996175908,0.0,0.0559822207518508,0.315458495291845,0.862437905999236,0.1423327269049181,0.0897398470472762,0.0727192082669747,0.308810429977749,0.0875140775510876,0.0739068419095726,0.0696582776305156,0.58279870071028,0.0247989458727545,0.0580336282046966,0.0580336282046962,0.917550813519044,0.0329221289010261,0.110124212323486,0.5794270833333333,0.131054783087153,0.0586102310000224,0.0542898691226369,1.0
0.603573603299967,0.9156114279812844,0.0588422560176552,0.603573603299967,0.096052252582584,0.115646258503401,0.11423815452269,0.0559273422562142,0.0,0.0801477616039913,0.258884795471987,0.80588460068781,0.188271916180949,0.0990900910508595,0.0597818200103018,0.26265669723651,0.121386233498918,0.0414114031196346,0.0535651264626198,0.603573603299967,0.0199815279651942,0.1538934680440179,0.1538934680440188,0.954635307842032,0.1073703109548746,0.0773028436163207,0.53515625,0.11423815452269,0.1536852138259575,0.0688317983519147,1.0
