percentage of energy D6,WAV A6 (RMS) root-mean-square ,WAV D3 FFT VMAX,percentage of energy D5,WAV D5 (RMS) root-mean-square ,Valor FFT umbral 10Hz - 20 Hz   ,Valor FFT umbral 10Hz - 20 Hz   ,Frecuecia umbral 20-30,TIEMPO peak2rms,percentage of energy D1,WAV D6 (RMS) root-mean-square ,circularity,WAV D2 FFT VMAX,WAV D3 the difference between the maximum and minimum values,WAV D1 FFT frec media,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV A6 (RMS) root-mean-square ,perimeter,percentage of energy D5,WAV D5 the difference between the maximum and minimum values,Entropia frecuencia,WAV D4 FFT frec media,percentage of energy D3,WAV D3 (RMS) root-mean-square ,FFT ENERGIA,WAV D6 FFT frec media,72 WAV D4 (RMS) root-mean-square ,WAV D6 the difference between the maximum and minimum values,WAV D6 FFT VMAX,correlation,Etiqueta
0.0075538818154343,0.0360077363165674,0.429897524325303,0.0464591593800577,0.259295041117662,0.620720895960771,0.620720895960771,0.15246465418418,0.135936606377907,0.023009708017485,0.152639877146619,0.045560253692102,0.320771563643284,0.872049944889376,0.307259824825328,0.225459443097465,0.0360077363165674,0.577639751552795,0.0464591593800577,0.1578407016185986,0.0,0.600586197432342,0.543201060323801,0.878755802432973,0.6776791062220496,0.136582920734167,0.769391219263507,0.2172288273210114,0.0943269370559256,0.9634929230748486,0.0
0.125545430624276,0.0738163245996192,0.0837640396670899,0.443307343192991,0.283529132222509,0.163572962788073,0.163572962788073,0.204432556362247,0.110618148894353,0.0916996240780441,0.21552595675974,0.0196038951358232,0.0502419981540292,0.0782140726826796,0.205200012094017,0.0668285729282437,0.0738163245996192,0.765527950310559,0.443307343192991,0.1917978981529716,0.0,0.204857227965194,0.102055506689325,0.119931609952058,0.0685228554584035,0.17987278249188,0.308213619419897,0.2684679738880293,0.172342576000699,0.9434180146049048,1.0
0.006806465599452,0.0524199325599503,0.287882060397266,0.108979101000124,0.304821574941171,0.36358440525286,0.36358440525286,0.197554451662209,0.177830250770544,0.0131100987804121,0.106308342366001,0.0081506557735657,0.172701544077766,0.683094262328482,0.121410898281981,0.455685508148654,0.0524199325599503,0.888198757763975,0.108979101000124,0.272736046370351,0.0,0.38587822268138,0.484749105578699,0.632712368435892,0.481868072844564,0.0791845126683214,0.648153408318894,0.084650358836668,0.0558576710710231,0.9547176469795898,0.0
0.008744067504333,0.0388840899028052,0.211531253748127,0.440844485464093,0.477690356511649,0.0506441154672226,0.0506441154672226,0.0645777607948032,0.112722772207233,0.0190888599725821,0.0503557093144397,0.0131263748510299,0.0190534350336869,0.273302115115332,0.125196411908632,0.171120363120603,0.0388840899028052,0.8307453416149068,0.440844485464093,0.3523761899220783,0.0,0.343598792738847,0.140870566851913,0.256050012073499,0.3563957173473709,0.0423227366553783,0.564578079208605,0.031719249050818,0.0483818916849013,0.936427543195042,1.0
0.0883852033711928,0.0511847156005255,0.0753611673140959,0.335601239895382,0.237237350973292,0.126499254231061,0.126499254231061,0.948032097821933,0.114632258866792,0.129769618504436,0.171009278764985,0.0163977440257454,0.0366249860546143,0.0834686095624317,0.204835448465247,0.111227870369379,0.0511847156005255,0.796583850931677,0.335601239895382,0.1681428441871098,0.0,0.194149292129014,0.104941367172821,0.118203282785864,0.1051213518647349,0.119714927652872,0.322925530975923,0.173063891540676,0.111548484694866,0.9121377776150248,1.0
0.175756557192378,0.0712579038513783,0.0176845814965873,0.568790030873871,0.303159502471882,0.0673307752349591,0.0673307752349591,0.818494459304547,0.150262815789392,0.19980390145003,0.237291619223999,0.010898895893181,0.0556104033339425,0.0697312390637999,0.12057033447647,0.210306479924085,0.0712579038513783,0.8555900621118013,0.568790030873871,0.247489239483556,0.0,0.0760771583771573,0.0405643712184056,0.0675914911982327,0.0578239811850008,0.0896794161703125,0.263099103011028,0.22479875163057,0.158063267070859,0.7529297752766819,1.0
0.042446115763244,0.0638577766572438,0.046991784385607,0.114227705253477,0.0976381964718173,0.199400100725363,0.199400100725363,0.826136797860145,0.215653292064482,0.421356185667365,0.0743032977114459,0.0173351936749206,0.0719156388888872,0.167125906250919,0.163056491962132,0.296108976351372,0.0638577766572438,0.7872670807453417,0.114227705253477,0.1019319421239734,0.0,0.0700847105462321,0.20015164014418,0.119869029275869,0.0309205581814447,0.0242410813495442,0.190403961822724,0.1045908920696079,0.0230985383907492,0.7085556023950125,1.0
0.0684393047901071,0.097421888087978,0.116935772393512,0.705116243974339,0.562337815020165,0.0516609874023472,0.0516609874023472,0.971723347344287,0.109614758849682,0.064324118455019,0.255004320327044,0.0199376704085807,0.0530440808930558,0.127749005773899,0.275044114078761,0.080574803051335,0.097421888087978,0.7624223602484471,0.705116243974339,0.4554648428728065,0.0,0.281139313293005,0.0711257210518252,0.167047476113868,0.1788139012982254,0.1872764809859,0.441020560764461,0.1986040674232829,0.244832924484419,0.8796698445776256,1.0
0.0106695274096154,0.0133773536616537,0.223781143942118,0.415600888555026,0.596220187619244,0.0415462528057979,0.0415462528057979,0.295376385173863,0.147988680265271,0.0049863435605551,0.131737456472761,0.0131263748510299,0.023984345656508,0.279614763869591,0.0755740498528529,0.169599315928912,0.0133773536616537,0.8307453416149068,0.415600888555026,0.6620438641298867,0.0,0.482548082624432,0.106077885160983,0.290272443893823,0.6416729820011344,0.0883151260106342,0.758444745776968,0.1133030141991381,0.0975328515808537,0.935167412398388,1.0
0.0665997752473197,0.0336749911690506,0.0792741294325471,0.355660828681931,0.211166139545937,0.127523817259004,0.127523817259004,0.106610622850592,0.130436487103134,0.153980100812871,0.116791440382772,0.013269680013547,0.0432123917687258,0.0865889796025178,0.239176397836526,0.0742201643074733,0.0336749911690506,0.8291925465838509,0.355660828681931,0.1628585892576911,0.0,0.154869781385502,0.13424499597821,0.114674216334594,0.0439612571045281,0.104954181420606,0.249590778387818,0.0674575724774829,0.0747644282911432,0.9285173303890224,1.0
0.0479204869384942,0.065078881265417,0.0314678940108821,0.385475918020025,0.197252898724957,0.104952157940012,0.104952157940012,0.205196790217807,0.111185278255775,0.223668575678377,0.082639406033251,0.0141400154707369,0.0226835710129815,0.0546986944828488,0.20345363313988,0.15953784919465,0.065078881265417,0.8198757763975155,0.385475918020025,0.1335933944293939,0.0,0.124579438599051,0.0628885911485773,0.0644439885640094,0.0516444633443799,0.0606458201661282,0.232987744653774,0.0774632537803141,0.0637586093829884,0.9387656900272172,1.0
0.15774984708308,0.1115013020438294,0.0823959947872646,0.374941779579233,0.271130242570563,0.161020994440346,0.161020994440346,0.171570500573175,0.159591893886489,0.109089456987999,0.2417410830006,0.0197704719806743,0.064793157148653,0.114447956004416,0.217190932916479,0.134295221982099,0.1115013020438294,0.7639751552795031,0.374941779579233,0.2239345728041407,0.0,0.186318647767533,0.157823825735583,0.161932621495985,0.1324091878494503,0.207673777451395,0.296934520875572,0.2434442709924474,0.161170782586625,0.8845811535154869,1.0
0.149603645858206,0.0990576741003942,0.0767884664884944,0.198440504036038,0.194593625896915,0.143231896257903,0.143231896257903,0.0722200993504012,0.12051724337545,0.0996258407341911,0.246482544566514,0.0159365391711574,0.0543809059213094,0.0996917845820516,0.199244427635165,0.0701926772168448,0.0990576741003942,0.8012422360248447,0.198440504036038,0.1427609892871545,0.0,0.215644195325147,0.102912659667021,0.126970072355834,0.1374561752161026,0.205517983376265,0.3671476093309,0.2297637410278208,0.185092688386286,0.9105148773084252,1.0
0.0531669610862417,0.0465231649611945,0.0959625560778604,0.53318317733208,0.405419747369876,0.0479431903760847,0.0479431903760847,0.15246465418418,0.0691338796828605,0.0547153392511743,0.148285724823426,0.0071522874374672,0.0461658952958618,0.0650709344427381,0.26315888559663,0.0620002140632253,0.0465231649611945,0.9006211180124224,0.53318317733208,0.2014661933590145,0.0,0.336807456485624,0.0371809964563998,0.0962711084856689,0.1964196450133087,0.17836450391608,0.416089843312469,0.1079735282853923,0.133836622778563,0.957399586785005,1.0
0.234995915932023,0.0884130325187335,0.189892709283864,0.376392224326076,0.441772620327291,0.0419037211592713,0.0419037211592713,0.314482231562858,0.0710329303288434,0.0158985096314294,0.289747773573493,0.0054652971929449,0.042467407293833,0.123653902284669,0.193339999865309,0.0673705964233554,0.0884130325187335,0.922360248447205,0.376392224326076,0.2547877714235362,0.0,0.548462310360118,0.0911972130138959,0.208411500287864,0.3988320925743573,0.725561614158535,0.59392316598092,0.3560647163309242,0.152224543856065,0.9902598446751202,1.0
0.376046596461052,0.1103114252517757,0.0680270947319922,0.244966912019638,0.155428686958935,0.161678359997508,0.161678359997508,0.247229652273596,0.122165433954522,0.188788446591891,0.218321229826124,0.0354587075110757,0.0510970360232724,0.102581759207085,0.21752529233195,0.0623374747565869,0.1103114252517757,0.639751552795031,0.244966912019638,0.108127326331507,0.0,0.160603456992265,0.162052024327244,0.113909921337282,0.0229226270734104,0.189017328018398,0.229679346089047,0.1447166028000839,0.188538586971463,0.8392516820171423,1.0
0.0454735340744213,0.0703266964252497,0.103960342664355,0.681839111217835,0.49927112827477,0.0887587302555407,0.0887587302555407,0.974780282766527,0.128514806308977,0.0907305592993798,0.164128020172155,0.0237806395787067,0.0580145116419877,0.146447584807244,0.317705388006161,0.112670133072233,0.0703266964252497,0.7282608695652174,0.681839111217835,0.4144606555593787,0.0,0.302031253614365,0.079103591821991,0.155709473608716,0.1797184690428692,0.170114859283973,0.39532476344491,0.1556453922370131,0.120808968652991,0.895884964927742,1.0
0.0477393330778037,0.0284450113689645,0.0454744354041746,0.245743103938196,0.142365859272178,0.0847767744588206,0.0847767744588206,0.161635460450898,0.120636576053841,0.055892624959136,0.0712722823138601,0.0285674035516017,0.0166869789725154,0.0726348939755874,0.088862659336701,0.0884286598546046,0.0284450113689645,0.68944099378882,0.245743103938196,0.0817734002431886,0.0,0.164691181183167,0.0847677308215451,0.0695166467720855,0.0196111053758191,0.0712010105623267,0.253621133891812,0.0467865346561071,0.0518584403493648,0.9383452296375436,1.0
0.0216080726853483,0.0402054316801293,0.146142302334948,0.374137942728123,0.347367671176568,0.0711395552553854,0.0711395552553854,0.105846388995032,0.153436811646031,0.102256398578822,0.0960421164760538,0.0122768153142196,0.0492141040646113,0.265767150138616,0.288066312490046,0.375744142429901,0.0402054316801293,0.8400621118012422,0.374137942728123,0.3728686974195819,0.0,0.266199162332717,0.177079936747456,0.22472923220481,0.2393206111576339,0.0745040118755089,0.425621483280435,0.0662927562232178,0.0841771418807298,0.9489086322836958,1.0
0.0663107133240479,0.0703383982172614,0.153936412519237,0.488608869385239,0.4963678277218,0.0806834765659703,0.0806834765659703,0.0355368742835308,0.144460903072597,0.0460409194191178,0.253303096200483,0.0122768153142196,0.0544555562391832,0.190745897018134,0.233418915655642,0.150711175222986,0.0703383982172614,0.8400621118012422,0.488608869385239,0.4065346280325847,0.0,0.307845931742435,0.0970250482385572,0.208508506733376,0.3782931641956679,0.192137253554765,0.540392167600961,0.3062047384280749,0.161624642107333,0.9383653998678648,1.0
0.0363005268264376,0.0485794351181936,0.164895599628751,0.379245405659945,0.428334692773408,0.097166396410361,0.097166396410361,0.683607183798242,0.117982376869332,0.0567681253567196,0.175090428527311,0.0174934202898207,0.0380102789826637,0.203905107277196,0.248936025630411,0.2450526401084,0.0485794351181936,0.7857142857142857,0.379245405659945,0.3860893423253225,0.0,0.38340660838751,0.116299077766543,0.224269834167416,0.3655052308466737,0.126258544198537,0.555981874195944,0.1816697184690194,0.166342044399265,0.9050295093247058,1.0
0.0763540315310273,0.100588826394462,0.0438476794547373,0.419112467010993,0.35979902904036,0.0967668086438255,0.0967668086438255,0.723347344287352,0.210520765609714,0.0788022697285112,0.206317145824411,0.0114444772756598,0.0469878963003284,0.0810719057416807,0.240089969151398,0.149442889467522,0.100588826394462,0.8493788819875776,0.419112467010993,0.250777651081862,0.0,0.260037014135293,0.0391725142512771,0.0987264075172103,0.2334346999357274,0.157886516360847,0.444752347115799,0.1342621596139625,0.164224684108863,0.9361624126804968,1.0
0.0636566888902355,0.076840896654432,0.351895382794771,0.115172018780813,0.365362962974458,0.243807431953799,0.243807431953799,0.157814291173099,0.0545028412004754,0.009120379958306,0.416080852268662,0.0269832422140154,0.171164910082717,0.759940800502791,0.131702983204194,0.310866476126198,0.076840896654432,0.7018633540372671,0.115172018780813,0.276144370205354,0.0,0.494242659693369,0.478915196912543,0.732290557089516,0.777494787987053,0.283428862087938,0.798888647868273,0.603615340931303,0.238797505862269,0.9089089862059486,0.0
0.0442914596633452,0.0824376964365974,0.113665041831619,0.0786295770426195,0.0920839984286074,0.822322907306768,0.822322907306768,0.183034008406572,0.232292846958134,0.272581498961896,0.0780819520636761,0.0680474062246077,0.143355361218465,0.249862486556078,0.30789144699881,0.381325773636209,0.0824376964365974,0.4720496894409938,0.0786295770426195,0.078259618836331,0.0,0.118168525294871,0.413199879835495,0.208408272966207,0.0303538783094618,0.0661965792095745,0.165155075791847,0.0521822080709459,0.0585767097918258,0.837453911065875,0.0
0.040023649252519,0.0511187249872283,0.0982743639332639,0.606207614320364,0.676188357046853,0.0254518853822355,0.0254518853822355,0.256400458540313,0.145226080086826,0.0203978810483429,0.239532449968052,0.0041907872172473,0.0336196418347976,0.152810078131282,0.19185670940282,0.0395951790193202,0.0511187249872283,0.93944099378882,0.606207614320364,0.5137805213752711,0.0,0.379749168715623,0.0428714947224214,0.173808749926155,0.3075906585538385,0.211167175023923,0.655421552827966,0.16240830557049,0.161800832275758,0.9923253607275644,1.0
0.0133319449404459,0.0448019547420723,0.152607140359165,0.112846668838454,0.160908709140334,0.405892161579887,0.405892161579887,0.834161253343523,0.155725155486505,0.151270770732655,0.042757361077492,0.0478176789163882,0.106171076461333,0.343181775922085,0.338956532279291,0.196512866546163,0.0448019547420723,0.5652173913043478,0.112846668838454,0.1102372874931914,0.0,0.232418597878396,0.427190431811845,0.306280382705628,0.0951751240607481,0.0444549829848376,0.311100127241608,0.0444584481129769,0.0267037370814121,0.8911889947246017,0.0
0.0355421401174486,0.0353428325267059,0.149005649013559,0.495350371847144,0.428947593180589,0.0923273574153934,0.0923273574153934,0.599541459686664,0.20474145109632,0.10709352727425,0.158668746848858,0.0207831092115817,0.04097274898401,0.27110865691921,0.290342592121328,0.223391558936448,0.0353428325267059,0.7546583850931677,0.495350371847144,0.3736664608865367,0.0,0.247883667590225,0.221338044067173,0.27124027417007,0.2400616190784799,0.111063584392285,0.402473465433136,0.1548005441234698,0.10310211375994,0.905037924587752,1.0
0.011229859379776,0.0323208241286918,0.120109816035589,0.127216033121138,0.225076055292678,0.310564382307801,0.310564382307801,0.666794038975927,0.263714341952381,0.575887062537252,0.0804228385858065,0.0219938304413247,0.0914409293341888,0.335449157888831,0.734708402425751,0.677954985916875,0.0323208241286918,0.7437888198757764,0.127216033121138,0.2095231424976868,0.0,0.206936234533767,0.168157358604044,0.248153683074546,0.2507242610232161,0.0515328686076635,0.340207060285024,0.0622833067470525,0.0567625491537252,0.8964552996407872,1.0
0.264950366790367,0.0742057213743993,0.0611234015284076,0.513691978646558,0.313634616004015,0.122302209604022,0.122302209604022,0.452808559419182,0.153507030150287,0.136775255940605,0.32574564965198,0.0162434590150901,0.0245865947883949,0.0523623090598889,0.235939709243303,0.0500274011328661,0.0742057213743993,0.798136645962733,0.513691978646558,0.2197057507630394,0.0,0.174297535706431,0.058974755704884,0.0906685235842539,0.1177917651367715,0.2188305712544,0.3101239601731,0.2077223487273593,0.252588432953652,0.9076159043402644,1.0
0.0477067173015882,0.0618770345034907,0.0798262436015152,0.205486629225576,0.160285925418531,0.230809205410737,0.230809205410737,0.824226213221246,0.142403273044078,0.277171685834715,0.0983055456609458,0.0212980586479822,0.0629623544601523,0.167800883784573,0.277696052439197,0.0598699242120585,0.0618770345034907,0.7500000000000001,0.205486629225576,0.1350842167559103,0.0,0.152279877990418,0.185747656013825,0.140625730710561,0.068211059515237,0.0618320673263152,0.254955972491578,0.0868064470423621,0.0556891981359269,0.8188803187735428,1.0
0.0147024570093286,0.028404600531885,0.217773852089545,0.398541048146054,0.654572890011349,0.0544278277905625,0.0544278277905625,0.0852120748949179,0.195883260851107,0.0106202051913499,0.169363777524869,0.0262101344378784,0.034374028392346,0.417101162536785,0.170762756274103,0.129538647546468,0.028404600531885,0.7080745341614907,0.398541048146054,0.4539685620386751,0.0,0.570899574073222,0.130137472877828,0.362822917714252,0.4589137062990306,0.127631971489581,0.842642316727449,0.1756947106806445,0.139370811587995,0.878406204333276,1.0
0.0676849681363508,0.0616669206337269,0.103074538668891,0.566885340696425,0.398941691965454,0.0522446077328349,0.0522446077328349,0.984715322888804,0.0967754870160788,0.0795004738843018,0.184757758090836,0.0081506557735657,0.0225002086462643,0.147441808986045,0.223001046346352,0.096049369256022,0.0616669206337269,0.888198757763975,0.566885340696425,0.3191922591598771,0.0,0.232266576439731,0.0988245333573232,0.152068895958203,0.2093849025764085,0.160828547336431,0.377414598463848,0.131960562230617,0.145504086375089,0.941403251079448,1.0
0.200397105394661,0.1070723720138794,0.0529255030679846,0.515938287649426,0.292051463564129,0.120865824353643,0.120865824353643,0.867023309132595,0.167568571724717,0.23389874959734,0.265518047630501,0.0212980586479822,0.0734834900717492,0.069027494925382,0.313920803192467,0.115310389569631,0.1070723720138794,0.7500000000000001,0.515938287649426,0.2837607330520855,0.0,0.163929725115793,0.0562001809198073,0.0815772167389476,0.1160218749384591,0.206271257721347,0.267392614047664,0.190301613139061,0.211398789881752,0.8244590694527107,1.0
0.0720691267474888,0.0632956357778692,0.0764915126213029,0.465745988013114,0.350642292496728,0.0738607747849066,0.0738607747849066,0.0221627818112342,0.156829106290723,0.0741805219143661,0.192858631496232,0.0102271322022744,0.0512089046921599,0.12746481455348,0.12558206553201,0.127557893311941,0.0632956357778692,0.8633540372670808,0.465745988013114,0.3555672003874408,0.0,0.165410948912496,0.0805373085303096,0.132142579481115,0.1819215288749676,0.0976955564976685,0.388379929922678,0.143081863004461,0.0937478855592418,0.7910528496643775,1.0
0.0603491343882927,0.0635158391442387,0.223014566823638,0.311734706987394,0.489993912332422,0.110332767384599,0.110332767384599,0.601069927397784,0.188621525775455,0.0252448707604735,0.322005303438776,0.0197704719806743,0.0306950831292366,0.51377613953943,0.192724415377903,0.146169454610616,0.0635158391442387,0.7639751552795031,0.311734706987394,0.6158879025729148,0.0,0.43634006551756,0.26413434411581,0.435925372629353,0.5164150577719645,0.205540859123441,0.685010503994299,0.2750837799625749,0.233223614193521,0.9384228698280292,1.0
0.0127017177874341,0.0355584379686993,0.219486396457886,0.231647774306441,0.368871630097699,0.126031848461887,0.126031848461887,0.315246465418418,0.121800702466678,0.0220532331333985,0.110093389879965,0.0111707680601647,0.0291050659586114,0.334150979604741,0.136361684160243,0.0982362180424929,0.0355584379686993,0.8524844720496895,0.231647774306441,0.3094690096122053,0.0,0.382696123898903,0.20976097304834,0.3390588442903,0.3569336724045398,0.07378390510858,0.651029505212387,0.1290097925155486,0.0578306524585045,0.9640651603131224,1.0
0.0558121943923451,0.0827397872111762,0.0766038476973805,0.256906964027816,0.186191375314806,0.231686252773616,0.231686252773616,0.831868551776844,0.134822024348624,0.270805273564733,0.109846672526691,0.0275712896681064,0.0550091690852903,0.16802400841234,0.301939899147692,0.137261545931229,0.0827397872111762,0.6972049689440993,0.256906964027816,0.1667371100608798,0.0,0.157458014299125,0.194525286168056,0.147714511098577,0.0889030086418992,0.0823024065084833,0.254009513829194,0.0753367227076851,0.070038589202256,0.8163569742992742,1.0
0.0196419096872154,0.0898858145711156,0.251753558936019,0.0441659420878012,0.147868748994313,0.917648932818337,0.917648932818337,0.186090943828812,0.26946171627511,0.0804070749495156,0.139108412087349,0.0819680715884914,0.260127837509208,0.756907682492643,0.363007725800718,0.37606005282096,0.0898858145711156,0.422360248447205,0.0441659420878012,0.1064048677536365,0.0,0.274436797386605,0.523167084017944,0.513792324412893,0.2276951563607351,0.114376891586119,0.359012707474827,0.1276582977264632,0.117060479859227,0.9257162965015554,0.0
0.0303379933303027,0.0952282981965073,0.0892087465608463,0.336007509497742,0.359231106467793,0.0571833486168181,0.0571833486168181,0.0240733664501337,0.0900614266362272,0.032530162696375,0.139862086313278,0.0103605892197435,0.0566699295092818,0.118501760427386,0.186524252146301,0.0804532811135641,0.0952282981965073,0.8618012422360248,0.336007509497742,0.2173264121361648,0.0,0.332555942985115,0.0859472485772294,0.169581306585047,0.1783688324669616,0.161424135464955,0.515999206479544,0.1271071504206108,0.0905279057701184,0.9573224722376508,1.0
0.0287413803156937,0.0505274160965636,0.113414971483769,0.451859265807489,0.564971324109263,0.0387279641868187,0.0387279641868187,0.0401222774168896,0.175257663510214,0.0213829179327838,0.198208320882719,0.020954111259428,0.0414446580222531,0.282393510568205,0.177674298746947,0.0135929377856443,0.0505274160965636,0.7531055900621118,0.451859265807489,0.5199724592723419,0.0,0.422787208393902,0.0747309015869466,0.220246639122819,0.5535804708665327,0.160063942169876,0.674950627283723,0.2030372907720144,0.134370168754515,0.9161865009538646,1.0
0.0514951351321343,0.0550004491382121,0.0890458373003537,0.23291701486625,0.161871280995289,0.121360789146455,0.121360789146455,0.862437905999236,0.162975582583183,0.236679448587473,0.0897398470472762,0.0245149840152976,0.0247989458727545,0.108571569400017,0.267203630478125,0.0875140775510876,0.0550004491382121,0.7220496894409938,0.23291701486625,0.1609918041509007,0.0,0.155343696832114,0.180222574370486,0.130318711265687,0.0778269324752341,0.0957405582597149,0.248610724919783,0.090724453788589,0.0821318732102288,0.8687764783315585,1.0
